Long,Lat,Point
-42.13063217209701,-3.294378739660827,0
-42.12731835534039,-3.2932859606995977,0
-42.717981540826344,-2.693975343633193,0
-42.71993313133049,-2.696687227912988,0
-42.723100986089456,-2.695658747962631,0
-42.72310720083863,-2.692311216801981,0
-42.7199432149389,-2.6912708326843457,0
-42.67651117550026,-2.7329478356028476,0
-42.678369680179415,-2.7355306206047967,0
-42.68138675270407,-2.7345513322898674,0
-42.68139286761231,-2.7313633033448808,0
-42.67837960000972,-2.730372303551598,0
-42.69488211329759,-3.050821029867109,0
-42.696647701516284,-3.0532750636278925,0
-42.69951494903782,-3.0523453302356174,0
-42.69952138464177,-3.049316681084247,0
-42.69665814044849,-3.0483746261884033,0
-42.0163337615907,-3.2405010541838197,0
-42.018096736578315,-3.2429551590592274,0
-42.020963675327096,-3.242028256356906,0
-42.02097252864111,-3.2390012812755393,0
-42.018111089006396,-3.2380574361537144,0
-42.79556051321738,-2.9571941875479917,0
-42.79723351137521,-2.959518963390443,0
-42.799949669445596,-2.958637673727196,0
-42.79995532106909,-2.955768223666447,0
-42.79724267843466,-2.9548761126816636,0
-42.7887623894609,-2.701158075398245,0
-42.790993064262096,-2.704257403130854,0
-42.79461360773364,-2.703081745224691,0
-42.79462050445887,-2.6992558069917254,0
-42.79100425998668,-2.6980669353568265,0
-42.79434371359436,-3.4616417698143156,0
-42.79648147729725,-3.4646130181300134,0
-42.79995421342643,-3.463488118290595,0
-42.7999626674555,-3.459821633605709,0
-42.796495199319,-3.4586805490921004,0
-42.88887340327216,-3.0414570795111544,0
-42.89082558512171,-3.0441694227673173,0
-42.89399484635119,-3.0431410926009015,0
-42.894001337098075,-3.0397931975324113,0
-42.890836118937,-3.0387524369346943,0
-42.866984775400574,-3.444450551424078,0
-42.86893694303956,-3.4471633892390994,0
-42.87210770542427,-3.4461359777310703,0
-42.872115134590004,-3.442788156884256,0
-42.86894899945251,-3.441746523737752,0
-41.8398030638234,-2.841052947638266,0
-41.84175113727287,-2.8437645359828667,0
-41.84491795295703,-2.8427395620689517,0
-41.844927036004236,-2.8393944866443404,0
-41.84176586333029,-2.8383521234307176,0
-42.884791180009486,-2.989915968384137,0
-42.88665038388409,-2.9924990927931487,0
-42.88966854799179,-2.991519643749062,0
-42.88967463751567,-2.9883311783695365,0
-42.88666026508447,-2.9873400675940633,0
-42.86296873298417,-3.111381266760441,0
-42.864827865345234,-3.113964533961212,0
-42.86784642258898,-3.1129854005523776,0
-42.86785282554252,-3.1097969876149327,0
-42.86483825483262,-3.1088055938252506,0
-42.57455768996055,-2.996863779701563,0
-42.576415764216364,-2.9994468855168104,0
-42.57943357892683,-2.9984685222094014,0
-42.57944058036355,-2.9952807440630114,0
-42.576427120964226,-2.994288975239868,0
-42.83847622478765,-3.014234955707906,0
-42.84024231199035,-3.0166889517958784,0
-42.84310959777024,-3.0157586719021223,0
-42.843115559005014,-3.012729723580918,0
-42.84025198307502,-3.0117880290540944,0
-42.774588326194504,-2.9224375881903315,0
-42.776261259364574,-2.924762324541567,0
-42.77897729060189,-2.9238810344033648,0
-42.77898292894861,-2.92101162333247,0
-42.77627040467442,-2.920119537081065,0
-42.77460333233247,-2.9826456155174563,0
-42.77618332111968,-2.984841262317744,0
-42.778748633141944,-2.9840090387604876,0
-42.77875406897499,-2.9812990429780593,0
-42.77619213676057,-2.980456412358491,0
-42.96470730852585,-3.4370705913875272,0
-42.96703178860871,-3.440300112100614,0
-42.97080658531611,-3.4390765181075134,0
-42.97081499914115,-3.435090764826536,0
-42.96704545306187,-3.433851058123228,0
-42.83291776807167,-3.0283271599143244,0
-42.83514859035209,-3.031426965524834,0
-42.838770480985474,-3.030251930484642,0
-42.83877805955361,-3.026425901095722,0
-42.83516089377756,-3.025236349659325,0
-42.714570611166366,-3.3567711059195027,0
-42.7168009216196,-3.3598714008938275,0
-42.720424069313914,-3.358697695806737,0
-42.72043293203132,-3.3548719989724978,0
-42.7168153073033,-3.3536813247459314,0
-42.77636929066402,-2.767310181795586,0
-42.7785069577577,-2.7702804609393366,0
-42.781976867275574,-2.769153991233021,0
-42.78198367790983,-2.7654875028152817,0
-42.77851801202351,-2.764347986071411,0
-42.66749092936909,-3.1174735506685147,0
-42.66944225595794,-3.1201859911456546,0
-42.67261153186816,-3.1191586434221303,0
-42.672618884955604,-3.115811256653055,0
-42.669454185842966,-3.1147698300859332,0
-41.909969216804114,-2.8076377168328537,0
-41.91191761438009,-2.810349307639151,0
-41.915084457315935,-2.809323970317992,0
-41.915093233786244,-2.8059786683323242,0
-41.91193184404653,-2.8049365277678673,0
-42.755627086877865,-3.028169055230549,0
-42.7579505091612,-3.0313980177528865,0
-42.76172320309256,-3.0301743570235846,0
-42.76173137824644,-3.0261891164243604,0
-42.757963781362776,-3.0249497964143575,0
-41.9137568406469,-2.8531788712353343,0
-41.9159835530516,-2.8562779304331345,0
-41.91960300711429,-2.855106256235193,0
-41.91961318432536,-2.8512830394510473,0
-41.91600005867214,-2.8500918780474915,0
-42.75113599149972,-3.2364428970707246,0
-42.75327352349357,-3.2394138374512145,0
-42.756745240982376,-3.238288588632818,0
-42.756753299146865,-3.2346221949520713,0
-42.75328660216801,-3.2334815161998565,0
-42.74763680522505,-3.4110882582230815,0
-42.74968140833525,-3.4139302641080267,0
-42.75300288984518,-3.4128543558345976,0
-42.75301102848867,-3.409347392281294,0
-42.74969461580031,-3.408255903857743,0
-42.83978102150893,-2.7516972666029433,0
-42.84173303457764,-2.7544092510877833,0
-42.84490123867417,-2.753380488404278,0
-42.844907247014454,-2.7500326835113684,0
-42.841742784819616,-2.748992411672888,0
-41.83392375399682,-2.822608909190686,0
-41.83587181961434,-2.825320457977958,0
-41.839038554069106,-2.8242954493327828,0
-41.839047594866344,-2.820950391895554,0
-41.83588647711771,-2.8199080745910865,0
-41.82637447516845,-2.8236721905112008,0
-41.828322507943184,-2.8263837341545797,0
-41.83148922980574,-2.8253587570513314,0
-41.831498295608725,-2.8220137241908114,0
-41.828337205916895,-2.82097139061273,0
-42.77839775235141,-2.6908331265887937,0
-42.780349558896354,-2.6935450222978927,0
-42.783517484182994,-2.692516334389823,0
-42.78352352687439,-2.6891686637808494,0
-42.78035936408135,-2.68812840080263,0
-42.78653494865178,-3.274490289711397,0
-42.788393811372075,-3.2770737588402126,0
-42.79141287042124,-3.276095231083973,0
-42.791419851469655,-3.272906990382703,0
-42.788405137774,-3.2719150981196803,0
-42.88394212078171,-3.1472256007605575,0
-42.88580133365633,-3.149808907509721,0
-42.88882003787414,-3.1488297708411825,0
-42.888826450989065,-3.1456413166004027,0
-42.88581173992591,-3.1446499003442834,0
-42.76389160525745,-3.2641340420063227,0
-42.765750380181444,-3.2667175009144653,0
-42.768769376944014,-3.2657390353654963,0
-42.768776407248225,-3.2625508431276202,0
-42.765761786181,-3.261558918824946,0
-42.649885101844845,-3.324617579572821,0
-42.651743437416926,-3.327201121932606,0
-42.654762528602504,-3.326223211337002,0
-42.654770055519606,-3.323035277908251,0
-42.651755647515614,-3.3220429596925554,0
-42.86082478633502,-3.1705032851464052,0
-42.86259096032925,-3.1729574547751316,0
-42.8654587839669,-3.172027397213262,0
-42.86546498985048,-3.1689984132986795,0
-42.86260102859954,-3.168056474252293,0
-41.70523710895209,-2.8704807482338364,0
-41.70699910545165,-2.872934021736966,0
-41.709864145120605,-2.8720072100321534,0
-41.709872804256136,-2.868981119492059,0
-41.70701314051337,-2.868037732708073,0
-42.87338140800372,-3.420054862520736,0
-42.87505471142226,-3.422380124584517,0
-42.87777242758493,-3.421499421639683,0
-42.877778734362465,-3.4186298494745855,0
-42.875064942096,-3.4177370757127834,0
-42.85913165427793,-2.7902460423990116,0
-42.86071190785111,-2.7924414986630595,0
-42.86327676456217,-2.791608704213987,0
-42.86328165561748,-2.788898546233008,0
-42.86071984071397,-2.7880563856768426,0
-42.1356034660407,-3.3102414751765403,0
-42.137181268073576,-3.312437393811196,0
-42.13974682601146,-3.311607824828642,0
-42.1397545962172,-3.3088991948950595,0
-42.13719386300315,-3.308054758241935,0
-42.87107603162616,-3.4856855235398405,0
-42.872377496923484,-3.4874941139588245,0
-42.87449144628067,-3.486809220955648,0
-42.874496454671274,-3.484577339980647,0
-42.87238561675919,-3.4838828646334417,0
-42.98107058319637,-3.54777178901393,0
-42.98311624306348,-3.550613893798999,0
-42.986438539022465,-3.549537292927692,0
-42.98644612455155,-3.546029805063154,0
-42.983128557162104,-3.544938682505582,0
-41.84081391929076,-2.8161237706229016,0
-41.84285478633584,-2.818964435209272,0
-41.84617230958439,-2.817890568622844,0
-41.846181737456334,-2.8143861977626017,0
-41.84287007291208,-2.8132942804485954,0
-42.18256434308003,-2.8365233268505485,0
-42.18460666615589,-2.8393643112865465,0
-42.18792498772831,-2.838289185841976,0
-42.187933455041716,-2.834783720378401,0
-42.18462039878835,-2.8336923814912165,0
-42.73544540925145,-3.1317250248381576,0
-42.73739700347885,-3.1344374867258713,0
-42.74056641731884,-3.133409915369308,0
-42.74057358830569,-3.130062369599564,0
-42.73740863887366,-3.1290210676842074,0
-42.81094206956901,-3.4616804135282138,0
-42.812801060758645,-3.4642641033373316,0
-42.815820844977424,-3.4632858665873463,0
-42.815828144427314,-3.4600975857542426,0
-42.812812904119795,-3.4591053774531435,0
-42.765483663674075,-3.023307833051618,0
-42.767342438459366,-3.0258909967498324,0
-42.770360583602496,-3.024912025147069,0
-42.770367089578755,-3.0217238147201604,0
-42.76735299380061,-3.0207323852102177,0
-42.62891243962976,-3.0571852142851688,0
-42.6307707069419,-3.0597684089998873,0
-42.63378880312794,-3.058789988623723,0
-42.63379578530555,-3.0556020868915392,0
-42.63078203310239,-3.0546102982404424,0
-42.5163682813142,-2.713102196603716,0
-42.518226231777234,-2.715684899576171,0
-42.52124301543859,-2.714706086346202,0
-42.52124950530445,-2.711518431756831,0
-42.51823675810245,-2.710527189767448,0
-41.67920189134176,-2.8807013114157893,0
-41.68105650660148,-2.883283698163352,0
-41.68407231876382,-2.8823082332851584,0
-41.68408153752665,-2.879122958295712,0
-41.6810714498763,-2.8781298465896845,0
-42.779788627649275,-3.4534714683175007,0
-42.78155455027458,-3.4559259708686967,0
-42.784423284795544,-3.4549967445593284,0
-42.78443030263215,-3.4519679415905378,0
-42.7815659347244,-3.451025283824245,0
-42.53278997040968,-3.1556695921371807,0
-42.53455496328304,-3.1581237385850933,0
-42.53742236778784,-3.157194778575743,0
-42.53742949422266,-3.154166493837775,0
-42.53456652088519,-3.1532238921740126,0
-41.824939518789805,-2.8556456994634756,0
-41.826701992886356,-2.8580990529226,0
-41.82956722475638,-2.8571717871455258,0
-41.829575525776406,-2.8541453368161878,0
-41.82671544839041,-2.8532021807164254,0
-41.90172426895086,-2.816830288257801,0
-41.903394288418504,-2.819154516423052,0
-41.90610873607481,-2.8182757061092163,0
-41.90611630618214,-2.815408330139742,0
