2017-11-01,2017-11-17,2017-12-03,2017-12-19,2018-01-01,2018-01-17,2018-02-02,2018-02-18,2018-03-06,2018-03-22,desvio,amplitude,lat,long
0.4486,0.372,0.3904,0.4039,0.2291,0.6137,0.4974,0.7152,0.0437,0.6204,0.19757112474583255,0.6715,-3.413550177549177,-44.40169717339511
0.4833,0.5936,0.4438,0.4731,0.6406,0.6885,0.1275,0.7596,0.2097,0.6596,0.2064214461833955,0.6321000000000001,-2.612084237221374,-43.42859073579686
0.4403,0.484,0.5275,0.2182,0.7252,0.2277,0.3561,0.1416,0.3317,0.5627,0.18050588171395782,0.5835999999999999,-2.6366701345685266,-43.56696392645239
0.363,0.4063,0.3501,0.0876,0.3894,0.2288,0.631,0.1665,0.6125,0.6501,0.19584238589005987,0.5625,-2.9177960728038927,-43.210972293772
0.2692,0.2707,0.2374,0.3175,0.8041,0.7203,0.4822,0.6138,0.4759,0.6904,0.21024246980834085,0.5667,-3.503188754941669,-44.53979313317022
0.406,0.4155,0.3629,0.2162,0.6275,0.4085,0.655,0.0803,0.5243,0.5161,0.176042690845147,0.5747,-2.754799050615808,-43.06527757073994
0.3975,0.4061,0.3477,0.2119,0.3174,0.6726,0.2048,0.7156,0.7088,0.6919,0.2087250400247496,0.5108,-3.1755049188918427,-43.551707881746644
0.3752,0.4976,0.5106,0.1388,0.4528,0.2744,0.2855,0.6472,0.068,0.4295,0.17770403734549445,0.5791999999999999,-2.5786610897396947,-43.616671331204216
0.3692,0.4352,0.3124,0.3435,0.4236,0.5021,0.5319,0.8356,0.1614,0.6002,0.18307777005657702,0.6742,-2.747954152392573,-43.600022733399065
0.4544,0.4379,0.439,0.4236,0.627,0.6606,0.7379,0.1729,0.8103,0.418,0.188773274944663,0.6374,-3.1863751438012464,-43.563974593626604
0.0591,0.1639,0.4115,0.0803,0.4351,0.1452,0.0821,0.5598,0.187,0.3365,0.1762079216910144,0.5006999999999999,-2.534156449661905,-43.611323285004524
0.1639,0.1282,0.2261,0.4338,0.7677,0.8431,0.8485,0.4349,0.2705,0.3261,0.2783957087791884,0.7203,-7.859872750855322,-46.7398633653326
0.3711,0.2644,0.2383,0.3772,0.6205,0.7288,0.6192,0.3122,0.2354,0.2093,0.18908564314734327,0.5195,-7.881527941167617,-46.750563028949394
0.154,0.2028,0.1588,0.3471,0.9551,0.964,0.7712,0.5345,0.1625,0.2536,0.3324938268432797,0.8099999999999999,-8.176941281467185,-46.394496079595
0.1673,0.4101,0.1587,0.2596,0.327,0.4197,0.7825,0.5247,0.4334,0.377,0.18240587831658397,0.6237999999999999,-7.8600474249949155,-46.82650073164909
0.1483,0.1851,0.1432,0.5023,0.9656,0.9235,0.7784,0.5933,0.4783,0.2438,0.31596007061371256,0.8224,-7.882685991840465,-45.85458787953374
0.1491,0.1975,0.438,0.721,0.917,0.9445,0.3398,0.1586,0.1341,0.1389,0.3284757905843291,0.8104,-7.840179233159777,-46.50040052961857
0.1768,0.2422,0.3078,0.5314,0.5835,0.6486,0.8255,0.5541,0.3509,0.3293,0.20491338251401087,0.6487,-8.560679871434761,-46.189403198854606
0.23,0.153,0.2031,0.4344,0.7916,0.8706,0.5883,0.6995,0.1597,0.3286,0.27317603929416,0.7176,-8.381125746539148,-46.757498181780385
0.1375,0.214,0.3176,0.7281,0.8867,0.9119,0.7399,0.2209,0.2118,0.1593,0.3214512129909193,0.7744,-7.999730607872803,-46.76466920024004
0.1625,0.3056,0.3302,0.6161,0.5028,0.6005,0.5018,0.2003,0.1801,0.1837,0.1812619602184149,0.4536,-7.952734080513936,-46.58039832480753
0.1572,0.213,0.509,0.3077,0.8384,0.7869,0.1135,0.1381,0.3453,0.5175,0.2631308808263379,0.7249,-8.550540079205298,-46.8393307760135
0.2283,0.1458,0.282,0.3845,0.6033,0.8024,0.749,0.7198,0.2588,0.1966,0.2545528639704444,0.6566,-7.992617194343609,-46.77892404878993
0.3137,0.2479,0.4098,0.4415,0.686,0.6326,0.7943,0.6163,0.3622,0.3711,0.18141078737985175,0.5464,-7.871676229838121,-46.4923518171189
0.2957,0.1746,0.3355,0.51,0.7208,0.708,0.4557,0.4389,0.2047,0.2054,0.19891495698189995,0.5462,-8.02915256894454,-46.10587342015015
0.2032,0.1929,0.3212,0.5628,0.8214,0.7648,0.6463,0.1683,0.2157,0.2951,0.25399805795408054,0.6531,-7.9855855320340945,-46.77413188088534
0.2191,0.1278,0.1358,0.3538,0.9193,0.7288,0.8662,0.4541,0.3089,0.1705,0.3036247173732732,0.7915,-8.06871416239542,-46.12449236471221
0.1876,0.1821,0.2225,0.6113,0.8481,0.9169,0.328,0.4686,0.2196,0.1848,0.28335283560332414,0.7348,-8.021547684728466,-46.10884705022146
0.0897,0.1827,0.8308,0.8894,0.8571,0.8744,0.3379,0.1997,0.2157,0.7079,0.3390925702846086,0.7997,-8.253038565801535,-46.771630625486814
0.1616,0.1914,0.3002,0.8581,0.4966,0.8831,0.5705,0.1475,0.1989,0.4274,0.2771608439957644,0.7356,-7.814281164601217,-46.292473846704134
0.1337,0.1698,0.4261,0.6276,0.7152,0.7916,0.27,0.2054,0.2927,0.3127,0.23633576303405476,0.6578999999999999,-8.56400514437985,-46.859423102223474
0.6117,0.6248,0.4889,0.0917,0.3956,0.2583,0.4573,0.3032,0.6312,0.2271,0.18666584999821353,0.5395,-4.819077239079212,-47.575249446872284
0.2274,0.1723,0.1338,0.4283,0.6715,0.6167,0.517,0.8346,0.8793,0.7576,0.2750266057836748,0.7454999999999999,-4.876359460052177,-47.33230568121671
0.2725,0.2019,0.2075,0.3752,0.4698,0.3872,0.2446,0.2909,0.7157,0.7046,0.1900333447348415,0.5138,-4.869305742196932,-47.48461524143862
0.5867,0.513,0.5286,0.542,0.6852,0.187,0.7639,0.642,0.3683,0.2961,0.17950265117200298,0.5769,-5.035530598483037,-47.55147950371104
0.1984,0.1412,0.1662,0.3701,0.3441,0.1862,0.3266,0.5116,0.8004,0.6106,0.21670548985508728,0.6592,-5.022197946624272,-47.631589348316105
0.1944,0.1579,0.2347,0.5902,0.5902,0.9761,0.9152,0.677,0.5449,0.1913,0.3026303078381645,0.8181999999999999,-14.09149506726289,-43.67992994779374
0.1321,0.1649,0.3159,0.4262,0.9212,0.9224,0.9861,0.6381,0.4837,0.1747,0.3335884125685423,0.854,-14.189663778014948,-45.42987874721488
0.3685,0.5924,0.5282,0.8032,0.5976,0.4652,0.2508,0.1994,0.1812,0.1659,0.21683761563795975,0.6373,-14.25096365562604,-45.431106978957864
0.3759,0.6171,0.8394,0.8947,0.7543,0.4283,0.2441,0.2789,0.2132,0.3261,0.2574857320750457,0.6815,-14.285108553859693,-45.448555694529226
0.1025,0.2707,0.5133,0.8317,0.8774,0.8003,0.2107,0.1183,0.1093,0.1007,0.33022381787037847,0.7767,-14.609514145402287,-45.98008725903271
0.5368,0.6245,0.7509,0.7472,0.4556,0.4291,0.0806,0.0983,0.1072,0.1102,0.27469806131257807,0.6703,-14.602031124456019,-45.95331743149122
0.7763,0.5375,0.2882,0.2016,0.276,0.1887,0.8002,0.8665,0.8505,0.8672,0.2978180057611621,0.6785,-13.813239793968027,-46.10155718409153
0.3967,0.4987,0.7508,0.5634,0.418,0.3475,0.1194,0.1178,0.0978,0.1449,0.22302580319077184,0.653,-14.785527782449845,-45.5790523845651
0.8272,0.5752,0.6106,0.611,0.357,0.2984,0.2883,0.5394,0.8831,0.7684,0.2123900562644118,0.5948,-13.71736877093492,-45.93576232671438
0.1816,0.52,0.4515,0.9397,0.982,0.879,0.63,0.1812,0.0985,0.1123,0.3501460514318751,0.8835,-14.788741367286615,-45.595229317602005
0.1518,0.1894,0.4698,0.7201,0.6217,0.5195,0.4755,0.2471,0.1651,0.1722,0.21231544037639422,0.5683,-14.262903008430392,-45.42862663978254
0.0796,0.1314,0.2108,0.1945,0.1983,0.1721,0.582,0.8575,0.8424,0.8279,0.3275778965884807,0.7779,-14.84803681243551,-45.52651714116164
0.0911,0.1352,0.2831,0.3543,0.8253,0.8936,0.9268,0.9154,0.8751,0.4561,0.34471927709369543,0.8357,-14.278115961100418,-45.41558317518445
0.1465,0.1471,0.1958,0.3532,0.7197,0.8142,0.9614,0.9516,0.7382,0.7246,0.32964621793674503,0.8149000000000001,-14.791028609492486,-45.54784476590295
0.2375,0.2683,0.8248,0.7046,0.7961,0.7778,0.3042,0.1986,0.2428,0.2221,0.27677616628283264,0.6262,-14.381482656281571,-45.53918100105341
0.7789,0.7315,0.6041,0.5116,0.4673,0.3646,0.2055,0.2116,0.2336,0.3195,0.21147886051434184,0.5734,-14.351621708265329,-45.54982089908185
0.3723,0.5299,0.1937,0.1509,0.1445,0.1582,0.2642,0.5091,0.6426,0.6582,0.20755134411620765,0.5137,-14.286150850174145,-45.47066998543364
0.1805,0.1632,0.1625,0.2006,0.2553,0.2682,0.8243,0.9911,0.9564,0.7944,0.3605322030615912,0.8286,-14.80404926450012,-45.54718048284863
0.307,0.5164,0.491,0.9835,0.9747,0.8808,0.1607,0.2047,0.207,0.3574,0.32481414446486845,0.8228,-14.417208215098144,-45.57238441004472
0.8509,0.8244,0.5592,0.2209,0.1518,0.1666,0.3559,0.5361,0.4634,0.843,0.2755087649341769,0.6991,-14.390089874539507,-45.570089151364506
0.1182,0.1478,0.2808,0.548,0.877,0.9117,0.8774,0.9144,0.8654,0.3898,0.3341707655608963,0.7962,-14.266178195703054,-45.41722999633824
0.147,0.2276,0.5566,0.8256,0.8747,0.8303,0.2393,0.1884,0.2555,0.2533,0.2994483374102748,0.7277,-14.32678936735745,-45.49440077732231
0.691,0.6168,0.5265,0.3173,0.1667,0.1325,0.1712,0.3905,0.2677,0.6051,0.20848748989914104,0.5585,-14.30732019408366,-45.4644552698536
0.0875,0.1279,0.5497,0.708,0.9147,0.9355,0.8874,0.8769,0.757,0.2998,0.3305351492487431,0.848,-14.612293535084538,-45.963945439360344
0.135,0.1872,0.1362,0.2457,0.4323,0.592,0.8259,0.6974,0.6776,0.6266,0.26122775694784045,0.6909,-14.17664036984661,-45.43180026565317
0.1392,0.1736,0.2711,0.3765,0.8383,0.8018,0.667,0.775,0.6865,0.4903,0.2673890800147065,0.6991,-14.294357204610279,-45.43438827476777
0.8326,0.7881,0.6001,0.2043,0.1108,0.187,0.4216,0.4356,0.737,0.8976,0.2906826411894747,0.7867999999999999,-14.387403732525847,-45.55909098620801
0.1425,0.1451,0.1979,0.4595,0.7494,0.8286,0.7405,0.8531,0.6866,0.6364,0.2854748099414572,0.7106,-14.776407430985303,-45.53707615418335
0.2416,0.3572,0.9373,0.9683,0.9283,0.8714,0.3001,0.196,0.1957,0.2123,0.3531585253112262,0.7726000000000001,-14.372820611059431,-45.53136937129975
0.1064,0.228,0.6499,0.8052,0.6108,0.5121,0.3113,0.2194,0.1932,0.156,0.24447163457364765,0.6988000000000001,-14.271021922345033,-45.438793495381276
0.1633,0.1692,0.24,0.2989,0.5892,0.6794,0.8428,0.909,0.8249,0.4679,0.29039308302138783,0.7457,-14.80191048649133,-45.53393285425379
0.1226,0.1285,0.3078,0.3559,0.7829,0.8621,0.9939,0.9328,0.855,0.5879,0.33795520807744134,0.8713,-14.305210060207653,-45.43274012356589
0.1517,0.1804,0.477,0.7427,0.9906,0.9619,0.7131,0.5427,0.3148,0.1405,0.32370490402353946,0.8501000000000001,-14.274840590225775,-45.42711950378802
0.1383,0.482,0.5508,0.7556,0.5008,0.473,0.2916,0.2203,0.2022,0.2001,0.1998850839301867,0.6173000000000001,-14.254238456039687,-45.41998907165354
0.6352,0.6466,0.5692,0.4586,0.2789,0.1972,0.1606,0.224,0.2712,0.4669,0.18633917820290324,0.486,-14.364111564808953,-45.544286708106185
0.6868,0.6926,0.8595,0.9114,0.6813,0.2997,0.1615,0.2236,0.1605,0.4,0.2904244191217781,0.7509,-14.279618462064285,-45.48192078040985
0.7229,0.7681,0.2759,0.162,0.1766,0.1618,0.4895,0.6459,0.4032,0.78,0.25755539835581437,0.6182000000000001,-14.359194929688703,-45.55902089336132
0.6035,0.8064,0.8226,0.8207,0.857,0.8301,0.2698,0.3327,0.2894,0.1514,0.2854587387969679,0.7056,-13.704882738225045,-45.938209646967785
0.1577,0.2469,0.4558,0.798,0.924,0.9002,0.5734,0.1731,0.206,0.2111,0.3129706262397302,0.7663,-14.363087679606911,-45.517017362547215
0.834,0.7353,0.2594,0.2049,0.1574,0.1846,0.478,0.6618,0.626,0.8947,0.2842032506264956,0.7373000000000001,-14.396636640084555,-45.55452244283651
0.1368,0.4462,0.7602,0.7301,0.6517,0.4983,0.3964,0.366,0.2492,0.1805,0.2205973315039569,0.6234,-14.314766111282962,-45.535266092337075
0.1823,0.2104,0.3193,0.8417,0.9507,0.8925,0.5443,0.5922,0.1737,0.1968,0.3161120246227769,0.777,-14.778546750868266,-45.55004349871112
0.1385,0.1797,0.2408,0.3428,0.8146,0.7517,0.7767,0.7361,0.6822,0.5031,0.26879301743576267,0.6760999999999999,-14.282418330498267,-45.43659046698711
0.187,0.5623,0.8539,0.9283,0.8663,0.7007,0.1469,0.1864,0.1894,0.3219,0.32247055834602945,0.7814,-14.2628582876032,-45.452822408423174
0.6916,0.6897,0.5634,0.4546,0.3491,0.2446,0.1709,0.2107,0.228,0.4455,0.1958234831565294,0.5206999999999999,-14.352193207529988,-45.53716331104707
0.7061,0.7872,0.4732,0.897,0.8079,0.4231,0.1604,0.2377,0.21,0.3221,0.2756449328393323,0.7366,-14.264463288824238,-45.464506426837
0.2485,0.6009,0.9916,0.9835,0.8549,0.7152,0.1385,0.1896,0.2951,0.3481,0.33330677710881706,0.8531,-14.328828526122805,-45.553659998432046
0.1869,0.2264,0.2992,0.7269,0.8779,0.8439,0.7966,0.2356,0.2424,0.1921,0.3038570001753383,0.6910000000000001,-14.38314076980206,-45.52555033032308
0.213,0.2879,0.9509,0.8735,0.9555,0.8903,0.2281,0.1802,0.263,0.2348,0.35466549435896483,0.7753,-14.277424304728447,-45.49373661636311
0.4445,0.5107,0.9174,0.5824,0.7362,0.8229,0.3364,0.1718,0.3261,0.1563,0.2639678012771844,0.7611,-13.664159164836507,-45.94831098699338
0.1247,0.0962,0.1266,0.1949,0.4602,0.5643,0.9638,0.9857,0.9024,0.719,0.3653216902037618,0.8895000000000001,-14.769817703820696,-45.57050912830244
0.1359,0.1338,0.131,0.2172,0.2906,0.3651,0.8621,0.9238,0.4554,0.2492,0.29206586566883996,0.7928,-14.814913894906175,-45.540655921646824
0.1986,0.5256,0.9215,0.8861,0.7762,0.5718,0.1532,0.1985,0.1887,0.4296,0.30008420966270266,0.7683,-14.360890416729125,-45.52939359506462
0.1333,0.1147,0.2895,0.1968,0.2568,0.2051,0.7566,0.9174,0.7916,0.7342,0.31775997929954053,0.8027,-14.851253278595994,-45.54297695706612
0.1242,0.2103,0.5082,0.8225,0.9442,0.8926,0.4764,0.1923,0.1719,0.2835,0.3191049303216037,0.8200000000000001,-14.285540922888293,-45.5036282450555
0.2225,0.2376,0.4169,0.7958,0.9274,0.8393,0.6784,0.2172,0.1891,0.1562,0.3081312389947576,0.7712,-14.374473686262414,-45.51982599818177
0.3177,0.7294,0.6026,0.6118,0.4076,0.3067,0.2807,0.2353,0.1706,0.2636,0.18914621034768023,0.5588000000000001,-14.33212927473063,-45.53363808205696
0.3981,0.3186,0.2509,0.2166,0.4872,0.6676,0.8944,0.9446,0.7745,0.3343,0.27115214589271136,0.728,-13.801807906349516,-45.98327817616153
0.0988,0.1219,0.156,0.1239,0.1142,0.1149,0.5105,0.8562,0.6733,0.683,0.30036066486808816,0.7574,-14.76392401991138,-45.53997222566553
0.2471,0.7343,0.7504,0.8453,0.8235,0.6492,0.1468,0.1843,0.2746,0.3894,0.2818495834069419,0.6985,-14.30618212796905,-45.49087862477988
0.3376,0.7948,0.9719,0.8099,0.8472,0.5028,0.1282,0.175,0.1986,0.3093,0.32025437476411706,0.8437,-14.269324033087239,-45.47550213170662
0.1259,0.152,0.3809,0.4387,0.9041,0.9051,0.5748,0.5755,0.4937,0.2073,0.27839859514332643,0.7792,-14.192877273799349,-45.45240504553026
0.2487,0.4069,0.7033,0.7102,0.5958,0.4758,0.2181,0.2723,0.35,0.1873,0.19707241872525497,0.5229,-14.307733718012074,-45.52634815433433
0.6571,0.6977,0.4976,0.4314,0.3053,0.2293,0.1571,0.2225,0.2451,0.4621,0.18879806260776205,0.5406,-14.342415900940676,-45.54270416202926
0.7356,0.8039,0.5043,0.2355,0.1533,0.1644,0.3096,0.5517,0.4403,0.778,0.24944024980388035,0.6506,-14.390584594477232,-45.58956898089162
0.9475,0.6983,0.3181,0.1651,0.1923,0.1963,0.4894,0.718,0.7078,0.8534,0.2942514903200246,0.7824,-14.373256959985511,-45.576724335668246
0.1801,0.6621,0.5969,0.9542,0.9397,0.8687,0.1855,0.1924,0.2355,0.4168,0.322939311292041,0.7741,-14.402029682339716,-45.56789321563583
0.2206,0.2293,0.6081,0.7064,0.8506,0.8388,0.6579,0.2175,0.2076,0.191,0.28316531410310675,0.6596,-14.391800481991448,-45.53447518494228
0.2396,0.3637,0.6682,0.9218,0.904,0.7542,0.1433,0.2027,0.3757,0.334,0.2940509132030634,0.7785,-14.354972985651074,-45.50656533222414
0.7535,0.5708,0.4957,0.4606,0.292,0.1701,0.2347,0.3905,0.517,0.8172,0.2101186143850923,0.6471,-14.413028050931894,-45.71304945724371
0.2757,0.3232,0.5406,0.873,0.8152,0.6977,0.1396,0.1928,0.2241,0.3526,0.2689301778446509,0.7334,-14.339676812246573,-45.55424302589445
0.2057,0.21,0.6497,0.7871,0.8995,0.8399,0.2693,0.172,0.2576,0.3198,0.29581418792508546,0.7275,-14.330009526820435,-45.510821254084355
0.3597,0.6125,0.5698,0.9506,0.9551,0.8621,0.1519,0.1946,0.2157,0.3126,0.3171864968402308,0.8031999999999999,-14.418321541395404,-45.560559488102605
0.1387,0.2378,0.6894,0.9139,0.9871,0.9195,0.6034,0.181,0.1624,0.0926,0.3669043587155165,0.8945,-14.341948934301454,-45.508622623763905
