2017-11-01,2017-11-17,2017-12-03,2017-12-19,2018-01-01,2018-01-17,2018-02-02,2018-02-18,2018-03-06,2018-03-22,desvio,lat,long
0.4468,0.4915,0.402,0.3867,0.3867,0.469,0.602,0.3273,0.531,0.392,0.08169935400261402,-3.0414570795111544,-42.88887340327216
0.4238,0.4206,0.3658,0.4565,0.4993,0.4466,0.5156,0.6071,0.3232,0.4587,0.079044893010941,-3.444450551424078,-42.866984775400574
0.3939,0.3592,0.3797,0.2923,0.2923,0.3638,0.6453,0.5132,0.4858,0.5689,0.11871113586255408,-2.841052947638266,-41.839803063823396
0.4828,0.5008,0.3914,0.5362,0.5362,0.5212,0.5773,0.6604,0.2923,0.6374,0.10905282104456435,-2.9899159683841368,-42.88479118000949
0.4031,0.4225,0.3644,0.3867,0.4162,0.4161,0.5147,0.4171,0.5155,0.5922,0.07156669383635565,-3.1113812667604415,-42.86296873298417
0.3955,0.4582,0.4437,0.3831,0.3939,0.4119,0.5428,0.6313,0.3076,0.5372,0.09516770927625025,-2.996863779701563,-42.57455768996055
0.5116,0.4417,0.4219,0.7377,0.7377,0.4963,0.3014,0.7577,0.6601,0.6053,0.1563979553716878,-3.0142349557079067,-42.83847622478765
0.5381,0.4514,0.3762,0.2058,0.1888,0.5673,0.6001,0.5635,0.5655,0.4898,0.15090420250388434,-2.9224375881903315,-42.77458832619449
0.4119,0.514,0.3542,0.1615,0.4739,0.4315,0.4345,0.7897,0.5828,0.5292,0.16160980305799658,-2.9826456155174563,-42.77460333233247
0.4061,0.31,0.3046,0.4202,0.5263,0.395,0.1966,0.6523,0.5611,0.4604,0.1345118929066621,-3.4370705913875272,-42.964707308525846
0.4779,0.4473,0.3452,0.493,0.493,0.5077,0.3977,0.5167,0.6563,0.6209,0.09248450981410647,-3.0283271599143244,-42.832917768071674
0.4433,0.4658,0.4738,0.4193,0.4193,0.4166,0.1853,0.5443,0.4531,0.5022,0.095697230889927,-3.3567711059195027,-42.714570611166366
0.4376,0.4204,0.3231,0.3591,0.4147,0.3293,0.5372,0.5499,0.1606,0.4259,0.11241285810202795,-2.767310181795586,-42.77636929066402
0.4007,0.4186,0.3501,0.5355,0.5355,0.4898,0.6051,0.391,0.5804,0.6374,0.09974325318313791,-3.1174735506685147,-42.667490929369094
0.4203,0.4498,0.3139,0.3965,0.3965,0.4132,0.3387,0.458,0.3215,0.2383,0.06953721705357178,-2.8076377168328537,-41.90996921680411
0.3107,0.3017,0.2744,0.3413,0.3945,0.3532,0.4897,0.2439,0.4466,0.4885,0.08746936289035404,-3.028169055230549,-42.755627086877865
0.4397,0.293,0.3156,0.2928,0.3904,0.3889,0.3638,0.4509,0.422,0.3555,0.05769776040329084,-2.8531788712353343,-41.9137568406469
0.4594,0.38,0.3082,0.2552,0.4329,0.4284,0.5342,0.384,0.53,0.4994,0.09175808835071587,-3.2364428970707246,-42.75113599149972
0.4785,0.4557,0.4454,0.5578,0.3143,0.4809,0.3774,0.592,0.4465,0.5249,0.08158588113148009,-3.411088258223081,-42.74763680522505
0.4435,0.4131,0.3942,0.4393,0.4393,0.3658,0.4906,0.4451,0.5979,0.474,0.06320875115221168,-2.751697266602944,-42.83978102150893
0.2994,0.4108,0.3807,0.4355,0.4093,0.3927,0.4855,0.4,0.3483,0.2525,0.06692890174572483,-2.8226089091906856,-41.83392375399682
0.3354,0.3593,0.3879,0.3691,0.3691,0.365,0.3285,0.3977,0.6939,0.3498,0.1069419473878754,-2.8236721905112008,-41.82637447516845
0.3865,0.4171,0.3836,0.3396,0.3396,0.3814,0.4233,0.4598,0.5538,0.4769,0.06621633232569336,-2.6908331265887937,-42.77839775235141
0.3751,0.3589,0.3505,0.2447,0.5408,0.4938,0.3539,0.7142,0.308,0.6599,0.15576888007557863,-3.2744902897113968,-42.786534948651784
0.4124,0.5001,0.4078,0.2881,0.5113,0.4919,0.5521,0.4768,0.545,0.4598,0.0785861176601115,-3.147225600760557,-42.88394212078171
0.4041,0.1966,0.3488,0.4848,0.3256,0.4768,0.4636,0.4305,0.5696,0.6292,0.12384705801018357,-3.2641340420063227,-42.763891605257456
0.3993,0.5161,0.5493,0.3542,0.3248,0.5594,0.7726,0.5322,0.2141,0.3991,0.1567807843242702,-3.3246175795728212,-42.64988510184485
0.4659,0.4141,0.4223,0.3515,0.3515,0.5485,0.3889,0.4108,0.6304,0.4951,0.0889566561122138,-3.170503285146405,-42.86082478633502
0.4583,0.5,0.327,0.4746,0.4746,0.1389,0.5125,0.3418,0.4632,0.5539,0.12281949537611869,-2.8704807482338364,-41.70523710895209
0.419,0.4278,0.3655,0.4163,0.2635,0.589,0.6579,0.5466,0.7577,0.4929,0.14677255874311113,-3.4200548625207365,-42.873381408003716
0.4031,0.3356,0.3847,0.2018,0.2744,0.2882,0.2863,0.3825,0.5042,0.4148,0.08740708336412,-2.790246042399012,-42.85913165427793
0.4115,0.4576,0.4862,0.2817,0.2817,0.5978,0.6889,0.5055,0.4853,0.5173,0.1259257651687427,-3.3102414751765403,-42.1356034660407
0.4331,0.4508,0.3659,0.4985,0.4221,0.5236,0.2167,0.394,0.2484,0.612,0.11978792788368393,-3.4856855235398405,-42.87107603162616
0.3766,0.3993,0.3429,0.4954,0.5866,0.4868,0.605,0.5903,0.5264,0.5609,0.09500846511992732,-3.5477717890139298,-42.98107058319636
0.4586,0.4178,0.2272,0.3903,0.3903,0.3186,0.2864,0.3591,0.5934,0.2789,0.10502110052534946,-2.8161237706229016,-41.84081391929076
0.4093,0.3886,0.4119,0.1834,0.3896,0.3822,0.5566,0.5866,0.5761,0.5634,0.1268021122326701,-2.8365233268505485,-42.18256434308003
0.384,0.4243,0.3572,0.1561,0.4445,0.4161,0.3057,0.6594,0.6358,0.6384,0.16167725910316239,-3.1317250248381576,-42.735445409251454
0.3374,0.3363,0.3608,0.1746,0.3877,0.403,0.3732,0.3525,0.4376,0.416,0.07257724543929422,-3.4616804135282138,-42.81094206956901
0.4483,0.4657,0.345,0.3535,0.2327,0.4312,0.288,0.4035,0.6345,0.5993,0.12649025478492623,-3.0233078330516183,-42.765483663674075
0.409,0.4517,0.4739,0.4732,0.4732,0.442,0.5232,0.6682,0.5043,0.509,0.07031818241235889,-3.0571852142851688,-42.62891243962976
0.4117,0.1995,0.3404,0.2796,0.2039,0.3375,0.2702,0.2991,0.4837,0.3432,0.08750768601163622,-2.713102196603716,-42.5163682813142
0.3696,0.3516,0.3313,0.3674,0.3674,0.399,0.3628,0.3799,0.3898,0.335,0.02171629188727517,-2.8807013114157893,-41.679201891341755
0.3326,0.3759,0.3722,0.2035,0.4842,0.4352,0.4834,0.4032,0.4378,0.5109,0.09029548346032228,-3.4534714683175007,-42.77978862764928
0.4388,0.4091,0.4383,0.3627,0.3898,0.3964,0.3964,0.7348,0.5962,0.6219,0.12599521331295796,-3.1556695921371807,-42.53278997040968
0.354,0.4336,0.3441,0.362,0.362,0.359,0.3962,0.4476,0.4063,0.3968,0.03551751367674513,-2.855645699463476,-41.82493951878981
0.4968,0.4101,0.439,0.3786,0.3786,0.3817,0.3339,0.5035,0.2488,0.2623,0.0858741721616252,-2.8168302882578016,-41.90172426895086
0.3943,0.432,0.3768,0.3881,0.3881,0.314,0.4802,0.6274,0.5562,0.6223,0.10937298264806228,-3.1446033740860986,-42.928603591881256
0.4643,0.592,0.4696,0.4939,0.6238,0.5816,0.6994,0.6512,0.2889,0.6672,0.12451414422109286,-3.550648455177081,-42.815458693026706
0.4421,0.3649,0.4178,0.3756,0.5358,0.4082,0.279,0.5755,0.6071,0.5175,0.10390069243700394,-3.433927714542669,-42.772547136011475
0.4549,0.4568,0.4936,0.2076,0.1554,0.427,0.5496,0.3125,0.7697,0.4895,0.1755240800194283,-2.8513570467638427,-42.26300891762489
0.5038,0.5031,0.5866,0.5255,0.6372,0.3657,0.6108,0.4861,0.4773,0.5554,0.07800517432979828,-3.1113273686094667,-42.36242476290018
0.4153,0.4818,0.3983,0.4477,0.4477,0.4476,0.1897,0.6772,0.5096,0.5434,0.12302498436406231,-3.1363782500531383,-42.88477343011991
0.473,0.4746,0.3499,0.4501,0.5478,0.4019,0.3381,0.5621,0.3233,0.3842,0.08478776117131791,-3.510895205348852,-42.986683974652045
0.4093,0.4112,0.3601,0.3862,0.2411,0.4618,0.2751,0.3912,0.3405,0.416,0.06756141650380044,-3.4010390810963465,-42.85979387967512
0.4347,0.4164,0.3479,0.3904,0.5522,0.4487,0.448,0.6348,0.6905,0.5266,0.10975902696361699,-3.4654247587542235,-42.78839731928373
0.4258,0.4131,0.3457,0.2863,0.4592,0.5155,0.6027,0.5409,0.5725,0.4721,0.09960077866719272,-3.35168218951732,-42.862195893780076
0.3848,0.4268,0.4531,0.3961,0.5712,0.5054,0.5616,0.3504,0.6333,0.4767,0.09154256083617304,-3.445880586585406,-42.78102073433071
0.4987,0.5752,0.5527,0.5728,0.3368,0.525,0.5933,0.4406,0.7034,0.5607,0.09739948437007025,-2.9833974140579187,-42.8800824843744
0.3715,0.4885,0.3323,0.4822,0.4739,0.4079,0.2044,0.7033,0.3951,0.4761,0.12924473597705163,-3.4281670535318254,-42.86243273275093
0.4618,0.4402,0.3772,0.4602,0.5201,0.6134,0.5192,0.6579,0.5168,0.6771,0.09773075769684794,-3.4363024253091585,-42.861874848518106
0.3839,0.2424,0.2058,0.201,0.1179,0.1993,0.174,-0.1229,-0.0546,0.0131,0.1513321912585393,-3.235810697624609,-41.899050044961974
0.3921,0.4266,0.4892,0.4256,0.4256,0.3218,0.3778,0.2698,0.2887,0.4897,0.07685807193927144,-3.0386200320514436,-42.826287519211505
0.3962,0.4676,0.4057,0.2244,0.3927,0.3071,0.2229,0.3914,0.4879,0.2408,0.0984211365058904,-2.9549893848699553,-42.77803064539209
0.3576,0.3779,0.368,0.4626,0.5604,0.484,0.2302,0.3249,0.4078,0.4815,0.09480203291303645,-3.5287326381021464,-42.957221973966824
0.3918,0.4423,0.3681,0.4401,0.4401,0.4464,0.3421,0.6615,0.1705,0.5286,0.126414997791665,-2.7340993984622206,-42.20208311187227
0.474,0.426,0.4077,0.3088,0.4354,0.4341,0.4541,0.5922,0.4523,0.548,0.07680087094413564,-3.543037592371107,-42.80832373167611
0.3806,0.3911,0.3609,0.1912,0.2821,0.5334,0.2869,0.3766,0.6105,0.6261,0.14371777281262824,-3.0892592810925605,-42.66256211814717
0.3872,0.4131,0.3704,0.4542,0.5094,0.4295,0.2878,0.4807,0.4063,0.4597,0.06303498235107233,-3.4917679454959214,-42.92248184932284
0.4353,0.3933,0.4077,0.0613,0.2349,0.387,0.5096,0.4077,0.4193,0.4967,0.13299081672556692,-2.8093575142660425,-42.64386335576746
0.4526,0.4176,0.4072,0.3966,0.3966,0.302,0.5156,0.515,0.693,0.571,0.11051307413856314,-2.8638510293057227,-41.85213903798342
0.4375,0.4894,0.3832,0.5116,0.5116,0.4044,0.3446,0.3833,0.4919,0.5403,0.06774674735939563,-3.1524781611614405,-42.801367580594885
0.4305,0.483,0.4143,0.3916,0.4705,0.5503,0.4311,0.6107,0.6509,0.5573,0.08860702003791801,-3.345792984002649,-42.659548799408114
0.4256,0.4552,0.4649,0.1657,0.5128,0.4513,0.4391,0.506,0.1435,0.5067,0.13646616023354982,-3.4497011110754707,-42.79113263727884
0.375,0.4333,0.3936,0.479,0.3981,0.4122,0.5438,0.6947,0.5645,0.38,0.1041902725252645,-3.0059753979904693,-42.77752367279425
0.3984,0.3668,0.3966,0.382,0.382,0.4379,0.5272,0.521,0.4169,0.591,0.07685846732793986,-3.0197429375333633,-41.78242499671982
0.473,0.4298,0.3272,0.3577,0.3802,0.5812,0.6568,0.7079,0.4829,0.6018,0.13130783381893948,-3.4066791044229014,-42.958698574363176
0.4923,0.5222,0.4401,0.5396,0.5169,0.4821,0.3178,0.7046,0.4521,0.607,0.10250079728687207,-3.5726537290909173,-42.948621929770496
0.406,0.4708,0.3888,0.429,0.5363,0.4452,0.246,0.4142,0.5151,0.5282,0.08552263118288893,-3.0141054972469075,-42.774539722838455
0.4745,0.532,0.4284,0.5456,0.5456,0.539,0.5109,0.3156,0.3414,0.5756,0.09055914212393039,-3.173725847488085,-42.84543818155232
0.2692,0.2823,0.3352,0.2909,0.3002,0.2869,0.5367,0.483,0.5835,0.5187,0.12555092105507543,-3.0709410502325847,-41.86718826539932
0.3502,0.418,0.3279,0.4401,0.4401,0.6425,0.3949,0.365,0.2501,0.1756,0.12484442051342676,-3.0239725127767967,-42.82537252332036
0.4487,0.4311,0.3554,0.5362,0.5831,0.4764,0.1965,0.4987,0.6032,0.5181,0.11912653590009051,-3.5358147916665765,-42.970838590823895
0.4417,0.374,0.3099,0.1518,0.3665,0.3912,0.5445,0.4695,0.2453,0.6014,0.1343521971866813,-3.063169845744069,-42.896250580435655
0.4307,0.5288,0.4967,0.5277,0.5112,0.4699,0.6479,0.5786,0.5776,0.5484,0.061262300352210454,-2.884472089765996,-41.67151055948004
0.419,0.4328,0.2831,0.4484,0.4484,0.3932,0.1492,0.4211,0.2267,0.2202,0.11275112662654664,-2.8372815460882723,-41.848033714445684
0.3916,0.3957,0.356,0.4888,0.3392,0.4343,0.2619,0.465,0.4322,0.4424,0.06742056148617506,-3.4142387493555235,-42.94235332042889
0.2889,0.266,0.2809,0.2453,0.2453,0.2963,0.4043,0.2893,0.5038,0.3043,0.08071917299433196,-2.6908525903022675,-42.78905069700743
0.3889,0.436,0.372,0.3921,0.3921,0.4562,0.2834,0.4367,0.5544,0.4657,0.07105095589317102,-2.7107690429356337,-42.70716268850325
0.5144,0.5162,0.5275,0.5824,0.2504,0.5078,0.3606,0.5924,0.4029,0.5496,0.1087309298732937,-3.4059620404723288,-42.64577728650518
