2017-02-02,2017-02-18,2017-03-06,2017-03-22,2017-04-07,2017-04-23,2017-05-09,2017-05-25,2017-06-10,2017-06-26,2017-07-12,2017-07-28,2017-08-13,2017-08-29,2017-09-14,2017-09-30,2017-10-16,2017-11-01,2017-11-17,2017-12-03,2017-12-19,2018-01-01,2018-01-17,desvio,lat,long
0.3541,0.5349,0.2939,0.3588,0.2754,0.2035,0.1076,0.2249,0.647,0.8559,0.8619,0.7856,0.4264,0.1895,0.1726,0.2004,0.1845,0.1488,0.3407,0.4312,0.7497,0.8553,0.8866,0.2711111542239899,-49.904144887591976,-10.805649939688738
0.8601,0.7436,0.6277,0.3842,0.2589,0.2126,0.2339,0.2175,0.4169,0.7758,0.8037,0.7798,0.7096,0.2448,0.1901,0.2295,0.1586,0.2468,0.1634,0.143,0.5345,0.5345,0.7116,0.2553759507188052,-49.91096502651956,-10.778546248309803
0.5484,0.4155,0.3704,0.357,0.3324,0.2842,0.1859,0.214,0.419,0.6623,0.714,0.5404,0.2165,0.1644,0.2018,0.2511,0.1399,0.1721,0.2025,0.2294,0.6667,0.6943,0.7669,0.205904336742401,-49.77404721209521,-10.747652911843984
0.4941,0.7561,0.6851,0.6097,0.2058,0.1602,0.1507,0.1444,0.4831,0.6376,0.7443,0.7411,0.372,0.1421,0.2999,0.2656,0.3008,0.16,0.1702,0.1411,0.1859,0.2847,0.3757,0.2239685223683402,-49.597454083487385,-10.88090205475563
0.5063,0.751,0.7684,0.5455,0.319,0.1907,0.1749,0.1128,0.2949,0.6821,0.751,0.7459,0.5586,0.1799,0.1975,0.2132,0.1798,0.1438,0.1454,0.1453,0.4643,0.5635,0.5177,0.2380146116848587,-49.58776355359523,-10.840713288447517
0.5837,0.6683,0.6728,0.5641,0.2708,0.1574,0.1524,0.1302,0.2843,0.6638,0.7666,0.741,0.4166,0.1777,0.1691,0.1695,0.111,0.2831,0.1921,0.2382,0.1709,0.223,0.4587,0.22587005463546442,-49.68767275585121,-11.857248977703689
0.5499,0.4355,0.2274,0.1229,0.1279,0.1898,0.1111,0.1687,0.4879,0.8052,0.7573,0.4176,0.1643,0.1059,0.1586,0.1968,0.155,0.324,0.1982,0.1233,0.5624,0.7947,0.7127,0.24459749844399326,-49.66979402582054,-11.966202381726635
0.3728,0.7276,0.6485,0.3524,0.1731,0.195,0.1973,0.1219,0.6304,0.7456,0.8283,0.7874,0.7258,0.2424,0.1736,0.1929,0.1525,0.1825,0.2287,0.1633,0.6504,0.5589,0.6915,0.2584247455080668,-49.72795033062093,-10.75018019737169
0.5894,0.3062,0.1034,0.1165,0.0704,0.1304,0.1329,0.2205,0.5485,0.7813,0.8236,0.7845,0.3964,0.1577,0.1906,0.1118,0.1611,0.1362,0.2606,0.1965,0.1186,0.3747,0.5535,0.24368396383276641,-49.7240030019631,-11.772244750094499
0.4998,0.6405,0.5535,0.4307,0.1821,0.1973,0.1669,0.1263,0.1944,0.5679,0.7341,0.7763,0.4372,0.1719,0.1557,0.2221,0.1415,0.1534,0.2373,0.1403,0.284,0.6233,0.6302,0.22141477727748424,-49.58219289762525,-10.887341829705106
0.5355,0.7527,0.6625,0.5146,0.287,0.1789,0.1154,0.2146,0.5782,0.7421,0.7403,0.3711,0.1524,0.1549,0.1957,0.2257,0.1456,0.1441,0.1522,0.1392,0.4998,0.5395,0.6371,0.23298578550001559,-49.614166879210366,-10.857108098318589
0.9006,0.782,0.6672,0.4608,0.2068,0.1018,0.1274,0.1974,0.5504,0.7839,0.806,0.7871,0.4413,0.1924,0.2536,0.2355,0.3571,0.4352,0.2834,0.157,0.1409,0.1354,0.1338,0.2675445701851808,-49.651401278609036,-11.383494651843266
0.495,0.8059,0.7004,0.4902,0.4818,0.1311,0.1336,0.2033,0.5632,0.821,0.7592,0.777,0.2806,0.179,0.1606,0.1765,0.1557,0.1464,0.1363,0.138,0.2795,0.687,0.7839,0.27044696001585633,-49.6674498015815,-10.877416278901038
0.2633,0.5434,0.3039,0.2698,0.2226,0.2709,0.195,0.1607,0.2341,0.4824,0.6348,0.6258,0.5968,0.2808,0.2073,0.2255,0.1531,0.2035,0.4528,0.5858,0.7081,0.7081,0.7142,0.20205701656874978,-49.865547154383876,-10.890690445743038
0.4329,0.7499,0.6135,0.3444,0.2632,0.1629,0.1198,0.1499,0.5297,0.7936,0.8378,0.8188,0.5288,0.189,0.1548,0.1818,0.1608,0.1966,0.2096,0.1536,0.1708,0.1802,0.2166,0.2503402933810667,-49.59194543993318,-10.855922214171233
0.3964,0.5788,0.6196,0.6616,0.4369,0.0817,0.1315,0.1631,0.3995,0.5596,0.706,0.7287,0.6308,0.249,0.1845,0.1495,0.2321,0.2555,0.2279,0.407,0.3214,0.21,0.4036,0.2026595318503484,-49.66512102320455,-11.388982129419231
0.5424,0.6086,0.2467,0.3567,0.1888,0.2857,0.193,0.1175,0.1551,0.38,0.6644,0.8086,0.8352,0.7569,0.6286,0.2132,0.1515,0.1579,0.1873,0.3711,0.5346,0.6253,0.6307,0.23844096078202698,-49.94784002194939,-11.437873350291836
0.4181,0.3401,0.34,0.3839,0.2723,0.1609,0.155,0.1245,0.3069,0.7457,0.8629,0.8909,0.8375,0.2993,0.1785,0.2002,0.1642,0.1594,0.126,0.2096,0.618,0.6944,0.7509,0.2674133716624386,-49.616174466477794,-10.897804389860037
0.3578,0.7603,0.5912,0.3305,0.2876,0.1138,0.1467,0.3096,0.5622,0.765,0.7419,0.4852,0.2236,0.1541,0.1652,0.205,0.1901,0.2683,0.207,0.2168,0.4068,0.6453,0.6432,0.21868373937175264,-49.73647048643531,-10.812062780843778
0.874,0.7843,0.6889,0.6488,0.3217,0.1948,0.2193,0.1666,0.4579,0.6956,0.6902,0.5557,0.1998,0.1645,0.1893,0.1389,0.169,0.2275,0.1792,0.1483,0.2573,0.5184,0.6953,0.25019889676947826,-49.38927068712754,-11.215107554492118
0.6993,0.8308,0.626,0.3723,0.2403,0.1699,0.1936,0.1476,0.2985,0.6057,0.6412,0.5799,0.205,0.136,0.114,0.1234,0.1206,0.1615,0.1345,0.1586,0.41,0.6875,0.7399,0.2481615142485841,-49.629215384084574,-10.89677798134726
0.5345,0.3344,0.2826,0.1344,0.1806,0.1658,0.1604,0.3345,0.7803,0.8501,0.7698,0.3668,0.1875,0.1689,0.1726,0.1947,0.1399,0.1818,0.3075,0.2652,0.4518,0.627,0.588,0.22714942679844397,-49.64250041759841,-11.259766616026221
0.3688,0.7435,0.2965,0.3524,0.1995,0.127,0.1469,0.3027,0.428,0.647,0.7421,0.7236,0.5509,0.3516,0.1676,0.1653,0.1547,0.4321,0.3153,0.15,0.2922,0.5691,0.2913,0.2023319187275413,-49.86989121273054,-10.866834455324923
0.4987,0.5325,0.458,0.3869,0.2017,0.1825,0.1198,0.1577,0.4379,0.744,0.835,0.8009,0.5607,0.1216,0.1354,0.2646,0.1346,0.2429,0.1762,0.1232,0.3526,0.615,0.7452,0.24304012185242072,-49.72494598284223,-11.836262414210394
0.955,0.7726,0.6657,0.7323,0.4632,0.2054,0.2142,0.1214,0.2124,0.5703,0.7542,0.8008,0.46,0.1688,0.174,0.1963,0.1873,0.1695,0.5113,0.2293,0.1841,0.4228,0.5658,0.25970192985717594,-49.932298885212184,-10.758545771157852
0.5256,0.6634,0.5484,0.6667,0.4818,0.2968,0.1921,0.182,0.2581,0.597,0.7903,0.6928,0.634,0.3202,0.238,0.2218,0.1835,0.2188,0.2225,0.1601,0.4007,0.6764,0.465,0.20710663003760552,-49.58031813555636,-10.877568364153692
0.5811,0.6286,0.4285,0.2944,0.2395,0.2024,0.1004,0.1539,0.2694,0.5352,0.5753,0.4945,0.2167,0.1562,0.1966,0.229,0.2155,0.1728,0.2074,0.1908,0.4593,0.704,0.7921,0.20325179179915048,-49.68905393427533,-10.831938191306655
0.5306,0.559,0.6172,0.5099,0.3867,0.2291,0.231,0.08,0.1476,0.3383,0.593,0.7498,0.7148,0.6084,0.209,0.119,0.1442,0.2151,0.2547,0.3311,0.5817,0.6293,0.6806,0.216784192884502,-49.64787649173346,-11.77406361223094
0.4458,0.5181,0.331,0.3758,0.3099,0.2353,0.22,0.1391,0.4546,0.7364,0.7727,0.6974,0.2586,0.15,0.1862,0.3034,0.1605,0.2893,0.1684,0.3773,0.7503,0.6557,0.7515,0.22086822372845857,-49.70676101994393,-10.861851372609081
0.4838,0.2463,0.1856,0.2405,0.1504,0.182,0.1505,0.1204,0.3319,0.6234,0.7414,0.7579,0.6396,0.1996,0.1569,0.1384,0.1647,0.1421,0.2263,0.325,0.3567,0.4665,0.5211,0.2063765038561161,-49.64817461285546,-11.338995901449001
0.8855,0.7251,0.6109,0.5383,0.2817,0.2398,0.236,0.1933,0.3976,0.6294,0.6741,0.6426,0.2796,0.2256,0.227,0.2585,0.2543,0.2046,0.2626,0.2599,0.4166,0.5988,0.6837,0.21340921184336148,-49.90705914378921,-10.758457920761526
0.3004,0.6569,0.4016,0.3095,0.1924,0.1453,0.1516,0.1829,0.4652,0.7804,0.7328,0.5995,0.2104,0.1426,0.1728,0.2814,0.1841,0.2671,0.163,0.1387,0.452,0.452,0.7848,0.21993357567117824,-49.745324764833185,-10.76110141803722
0.5363,0.3344,0.3337,0.3269,0.246,0.1711,0.1415,0.111,0.2921,0.5839,0.6172,0.5382,0.1941,0.1496,0.1622,0.1476,0.132,0.1209,0.1254,0.8593,0.6389,0.6385,0.7834,0.23820651202589216,-49.77586089526331,-10.74006459915131
0.3303,0.7623,0.7084,0.6892,0.4864,0.2662,0.2389,0.319,0.5048,0.7341,0.5333,0.6686,0.3786,0.1612,0.2688,0.3531,0.1501,0.3073,0.3496,0.1933,0.2724,0.6169,0.7222,0.20413170349443885,-49.6814813900154,-10.869339184640973
0.3283,0.3488,0.2593,0.2999,0.2276,0.1646,0.1372,0.1986,0.3648,0.7297,0.8059,0.7897,0.7044,0.3777,0.1925,0.1903,0.1454,0.2926,0.5075,0.5369,0.647,0.647,0.6651,0.2268738642432835,-49.89626488165933,-10.896770551450784
0.4569,0.7891,0.5094,0.4446,0.2051,0.1815,0.1198,0.1689,0.4023,0.6838,0.6661,0.6122,0.1918,0.1709,0.2261,0.2117,0.1764,0.1516,0.3672,0.2366,0.124,0.1906,0.3426,0.20222339240251763,-49.79243002621143,-10.781362136045814
0.1559,0.6222,0.18,0.187,0.1422,0.1147,0.1318,0.3219,0.7259,0.7893,0.7638,0.2045,0.1329,0.1372,0.1385,0.1176,0.132,0.2358,0.1401,0.1487,0.58,0.6843,0.8359,0.26713737017769446,-49.71864825790797,-11.828639239786256
0.7019,0.5817,0.416,0.3538,0.2119,0.2253,0.2115,0.1176,0.2216,0.4132,0.7237,0.8429,0.8343,0.7754,0.5995,0.2097,0.1386,0.144,0.1619,0.2016,0.4809,0.525,0.6232,0.24648430154695636,-49.96240029007235,-11.441723090268088
0.5163,0.7226,0.7273,0.5234,0.4149,0.21,0.1177,0.1344,0.2325,0.5488,0.7075,0.7404,0.6656,0.5496,0.247,0.1615,0.134,0.1974,0.2277,0.138,0.2971,0.4858,0.6769,0.22999541780965713,-49.95792700592007,-11.46178121350708
0.4739,0.8192,0.745,0.7538,0.461,0.2204,0.0977,0.1588,0.3855,0.5921,0.5925,0.44,0.1657,0.1489,0.1096,0.1322,0.1221,0.1264,0.2901,0.3722,0.2032,0.1506,0.424,0.22991533507869336,-49.60380872120485,-10.871708621253976
0.3786,0.2437,0.1921,0.3744,0.2612,0.1828,0.1466,0.2262,0.4095,0.656,0.6413,0.5644,0.1947,0.2104,0.1704,0.1649,0.1173,0.13,0.1833,0.179,0.5992,0.5992,0.7244,0.20015644750609676,-49.89027526955898,-10.920621066319859
0.6568,0.6213,0.2897,0.2879,0.2116,0.2735,0.251,0.1646,0.3174,0.7027,0.757,0.6912,0.2051,0.1736,0.1434,0.2185,0.1595,0.192,0.2959,0.2212,0.6861,0.6139,0.764,0.23036863464041052,-49.689533882854136,-10.816207335309509
0.3048,0.7824,0.7131,0.6264,0.4645,0.2159,0.1869,0.1083,0.2157,0.5172,0.7033,0.5668,0.4625,0.2104,0.2192,0.1748,0.1894,0.2411,0.2404,0.3606,0.3077,0.2051,0.2401,0.20157471804896995,-49.60212092383002,-10.851086165712529
0.1555,0.3633,0.5914,0.5095,0.3033,0.2365,0.2,0.1049,0.1319,0.2472,0.5493,0.7284,0.7728,0.2192,0.1492,0.1478,0.0981,0.0984,0.1587,0.1365,0.341,0.427,0.5315,0.20824501189761344,-49.674843299804756,-11.890822610498342
0.5358,0.8016,0.8248,0.7954,0.6449,0.2573,0.1173,0.1507,0.2026,0.4961,0.588,0.5303,0.301,0.157,0.1443,0.1544,0.1468,0.149,0.119,0.1381,0.1905,0.3156,0.5205,0.24656578105518168,-49.70545199276378,-10.847197934956686
0.5305,0.7008,0.5079,0.5725,0.2712,0.1839,0.1356,0.1814,0.2415,0.5111,0.5736,0.3281,0.2732,0.1339,0.1385,0.1641,0.1253,0.1484,0.177,0.1975,0.6278,0.6316,0.7073,0.21178973678791818,-49.68873466878897,-10.84224458931968
0.7031,0.7668,0.6679,0.603,0.2408,0.2215,0.196,0.1248,0.2693,0.5266,0.6374,0.6197,0.3943,0.2019,0.2079,0.2906,0.2043,0.2468,0.4111,0.1596,0.371,0.371,0.7086,0.20848988117738396,-49.923514043757145,-10.760143108170528
0.6262,0.7508,0.6745,0.5312,0.2401,0.1972,0.1492,0.1505,0.2985,0.5344,0.5635,0.404,0.2071,0.1354,0.1315,0.1577,0.1286,0.1372,0.0744,0.0968,0.5915,0.592,0.7366,0.23621242893003677,-49.638953124726626,-10.897906366371481
0.6049,0.8656,0.7448,0.5709,0.3477,0.0941,0.1847,0.2119,0.5531,0.7633,0.574,0.5991,0.4396,0.2004,0.1828,0.1574,0.168,0.2472,0.3063,0.1558,0.1694,0.1603,0.1896,0.23705706722755526,-49.651487612436206,-11.394344785646654
0.4547,0.6963,0.7651,0.7162,0.4979,0.2695,0.1535,0.1524,0.2753,0.5997,0.7056,0.8441,0.8231,0.7162,0.6151,0.2363,0.1254,0.1795,0.1225,0.1344,0.2488,0.4527,0.5625,0.2556005899465564,-49.935134066879634,-11.453018468513779
0.4068,0.7483,0.8043,0.7083,0.4306,0.2244,0.2271,0.1423,0.2426,0.5314,0.6084,0.6211,0.1921,0.1671,0.2884,0.2761,0.2339,0.3171,0.5467,0.2316,0.144,0.1811,0.2879,0.2089160266842484,-49.744188538065174,-10.836507865297408
0.7874,0.5744,0.1641,0.1937,0.2881,0.4287,0.7136,0.7372,0.7341,0.7104,0.6315,0.573,0.4899,0.3195,0.2829,0.2745,0.2647,0.1871,0.2001,0.2434,0.6363,0.6054,0.6717,0.21744587041667363,-43.76647995643725,-13.128065415403668
0.3515,0.2059,0.1665,0.194,0.3984,0.5328,0.8096,0.7534,0.4937,0.2442,0.1468,0.1291,0.1786,0.6137,0.7623,0.7793,0.2722,0.1715,0.2282,0.4301,0.7739,0.7739,0.8319,0.2616032538235471,-43.75588246918424,-13.14428765620627
0.3904,0.1672,0.1655,0.1438,0.3007,0.4273,0.7626,0.7924,0.852,0.8206,0.7248,0.6657,0.4709,0.2873,0.2756,0.2933,0.2225,0.2624,0.258,0.2414,0.4578,0.658,0.7289,0.24189398398092912,-43.755158825467824,-13.123128920996434
0.2109,0.1536,0.1465,0.3254,0.4737,0.7089,0.7089,0.7127,0.7181,0.5426,0.2498,0.1996,0.1648,0.1485,0.1533,0.1541,0.1484,0.1642,0.2352,0.1657,0.2035,0.3637,0.4989,0.21499861411447807,-43.73624094819418,-13.25050924187565
0.2986,0.1399,0.1649,0.492,0.6643,0.6291,0.7661,0.6815,0.76,0.6166,0.4521,0.3377,0.2662,0.2275,0.2028,0.16,0.1891,0.4076,0.304,0.2005,0.1553,0.2368,0.396,0.21060113790893328,-43.721024509848796,-13.274842775735886
0.264,0.1401,0.119,0.1597,0.4805,0.5514,0.6779,0.7097,0.6635,0.5908,0.2794,0.2037,0.1465,0.1604,0.1496,0.1433,0.1446,0.1227,0.1413,0.1925,0.4919,0.6785,0.7127,0.23350551855079546,-43.72152240055637,-13.232535685301272
0.295,0.1561,0.1665,0.3521,0.4358,0.8333,0.849,0.7851,0.7641,0.7796,0.6313,0.5754,0.3297,0.2497,0.2728,0.1972,0.2261,0.5076,0.363,0.2431,0.1425,0.1853,0.2515,0.24379742262918283,-43.70762427088198,-13.269350861512626
0.4316,0.1671,0.1214,0.1549,0.4719,0.6089,0.7346,0.7394,0.7264,0.6803,0.3387,0.2253,0.21,0.1913,0.1833,0.1649,0.1581,0.1349,0.172,0.1812,0.2626,0.694,0.7633,0.2445569084332941,-43.71616381991476,-13.224914782756924
0.2585,0.2201,0.1477,0.1581,0.2108,0.6191,0.7513,0.7862,0.7584,0.7446,0.4805,0.2424,0.2061,0.1526,0.1584,0.1435,0.1305,0.1375,0.1919,0.2559,0.583,0.583,0.7828,0.25591033284824205,-43.73277360292285,-13.224997671184564
0.3117,0.1771,0.247,0.7558,0.8224,0.7051,0.3783,0.1779,0.2137,0.3783,0.5376,0.6238,0.5324,0.2249,0.1189,0.1688,0.2595,0.1693,0.534,0.4917,0.3965,0.4463,0.3756,0.2039057300786157,-44.002312075278816,-13.320582998242388
0.2837,0.2359,0.1535,0.1527,0.1852,0.5711,0.7496,0.7772,0.7608,0.7153,0.5663,0.2388,0.2026,0.1537,0.1465,0.1441,0.1452,0.1467,0.1759,0.2433,0.7832,0.9342,0.9691,0.2994275644686647,-43.7399098873651,-13.236966524176962
0.2127,0.1518,0.1819,0.6505,0.7746,0.7996,0.7912,0.7747,0.7444,0.5492,0.3618,0.2822,0.2485,0.2125,0.1779,0.1708,0.1437,0.2263,0.3145,0.2648,0.1767,0.2992,0.4892,0.24348715640864585,-43.733695887071974,-13.260802846439658
0.4999,0.1238,0.1299,0.2398,0.3392,0.7147,0.8324,0.8515,0.8467,0.7903,0.6076,0.5779,0.4535,0.2235,0.2307,0.1864,0.1696,0.7459,0.7867,0.2228,0.1631,0.1824,0.2674,0.27351587094733465,-43.71279220113267,-13.26069816563575
0.4416,0.2136,0.2117,0.1649,0.2471,0.44,0.8053,0.7625,0.4661,0.2909,0.1532,0.1281,0.1442,0.4197,0.68,0.7058,0.5699,0.1672,0.1942,0.3097,0.7101,0.7101,0.7777,0.24250458184009374,-43.75306571576903,-13.154037942104
0.2393,0.162,0.1419,0.1641,0.1678,0.3252,0.6896,0.7593,0.7649,0.7187,0.6093,0.3029,0.2108,0.1842,0.1994,0.1697,0.1622,0.1566,0.2369,0.1791,0.1749,0.2765,0.4145,0.2193786962572745,-43.7234094116072,-13.24230889114778
0.8285,0.2944,0.1801,0.1542,0.2275,0.3006,0.6449,0.8053,0.8007,0.7232,0.2514,0.144,0.1577,0.1594,0.1737,0.1525,0.1295,0.1707,0.2418,0.4123,0.7812,0.7812,0.817,0.28314854186255894,-43.75811610790376,-13.112836788101339
0.5964,0.172,0.1274,0.1822,0.5169,0.5724,0.6885,0.7108,0.5702,0.5864,0.214,0.1965,0.1762,0.1693,0.1527,0.1498,0.1397,0.1229,0.2594,0.2671,0.5136,0.672,0.6682,0.22532387862070866,-43.707965955390335,-13.230840192266227
0.5738,0.4026,0.2092,0.1688,0.3139,0.4348,0.6805,0.7068,0.8106,0.713,0.6248,0.2828,0.2224,0.2048,0.1907,0.1772,0.1653,0.1663,0.1919,0.2169,0.4895,0.6531,0.7369,0.23028801875266472,-43.71553987574583,-13.211893304993966
0.3592,0.1443,0.2928,0.6074,0.543,0.72,0.6892,0.6995,0.676,0.5107,0.3618,0.2531,0.2506,0.1819,0.1556,0.1499,0.1476,0.2087,0.2386,0.22,0.1785,0.3111,0.4608,0.203395657665822,-43.726127118474786,-13.252086239375831
0.3052,0.1485,0.1752,0.4248,0.6973,0.753,0.7062,0.7426,0.8874,0.7779,0.6109,0.3928,0.3343,0.2383,0.2695,0.1832,0.301,0.4488,0.309,0.242,0.2047,0.3,0.5553,0.229249943426961,-43.72482728129576,-13.288965026538156
0.1885,0.1633,0.1812,0.5296,0.6428,0.8361,0.8639,0.862,0.8293,0.6027,0.3812,0.3097,0.2772,0.2311,0.2167,0.1603,0.1298,0.1881,0.2961,0.4066,0.1577,0.2285,0.4061,0.25478448802069636,-43.7291616148104,-13.28085024984984
0.217,0.1513,0.1714,0.4824,0.7138,0.7121,0.7731,0.7079,0.8766,0.7089,0.5301,0.4141,0.2488,0.2386,0.2111,0.1533,0.2933,0.303,0.4568,0.2318,0.1591,0.2222,0.3747,0.2346195056065612,-43.71654589473549,-13.284041534611594
0.3108,0.1555,0.1899,0.491,0.6454,0.6728,0.7325,0.7275,0.6632,0.5252,0.2962,0.2385,0.1655,0.1744,0.1979,0.1604,0.1936,0.1486,0.2227,0.3592,0.2097,0.2808,0.3953,0.20676855222621093,-43.72379073023435,-13.222240816648247
0.2735,0.1335,0.1744,0.3936,0.6413,0.6653,0.717,0.6803,0.6402,0.4322,0.2691,0.2444,0.1481,0.1517,0.133,0.1479,0.1509,0.1787,0.2079,0.3214,0.189,0.2588,0.3957,0.20288458303089604,-43.70802594695195,-13.219449481967981
0.2074,0.1402,0.1799,0.242,0.5659,0.6253,0.5934,0.1905,0.1413,0.1527,0.3506,0.4865,0.6179,0.3829,0.1739,0.4667,0.8196,0.8275,0.625,0.7049,0.5857,0.5693,0.294,0.22680666960099316,-43.99669002375331,-13.34063239405612
0.2419,0.1723,0.2154,0.6416,0.666,0.8013,0.8133,0.8094,0.7234,0.5794,0.4048,0.2922,0.2264,0.1951,0.1794,0.1703,0.1559,0.1955,0.3011,0.5235,0.2215,0.2215,0.5543,0.24073413910624578,-43.745826260588295,-13.216925505602347
0.4377,0.1272,0.1356,0.2383,0.3042,0.5666,0.6845,0.7816,0.6705,0.6455,0.3933,0.3417,0.2785,0.1894,0.2088,0.1506,0.1364,0.2327,0.4133,0.6953,0.1724,0.1982,0.2548,0.21212673629923323,-43.707854393044975,-13.251994340926403
0.5184,0.8069,0.7733,0.863,0.8077,0.692,0.4181,0.304,0.2676,0.2114,0.2119,0.2221,0.2034,0.2026,0.187,0.1762,0.2143,0.1736,0.2116,0.2301,0.1626,0.3395,0.4156,0.2414837171574388,-44.56859967674619,-12.68685193747841
0.1831,0.1499,0.1647,0.5099,0.7072,0.6707,0.7166,0.651,0.6936,0.5611,0.4024,0.299,0.2419,0.2342,0.221,0.1663,0.1551,0.5866,0.3865,0.3255,0.1888,0.2452,0.3999,0.20599049673002637,-43.70715443117632,-13.279654592891966
0.2408,0.1308,0.2115,0.5356,0.8158,0.8465,0.8695,0.8283,0.8478,0.7105,0.5114,0.352,0.3117,0.2204,0.1924,0.1613,0.1461,0.2203,0.4519,0.6088,0.1737,0.2021,0.3325,0.26925557976242864,-43.724836023623865,-13.260758689514592
0.7637,0.7722,0.7702,0.7657,0.6094,0.5609,0.3842,0.3104,0.2517,0.3088,0.6473,0.6555,0.5689,0.1697,0.2203,0.3714,0.537,0.8208,0.8165,0.2813,0.2123,0.3548,0.3705,0.22134479470340496,-44.104283710886726,-13.383349382186342
0.5922,0.7645,0.6488,0.7144,0.6925,0.6729,0.5968,0.6063,0.4237,0.3571,0.3709,0.2841,0.2305,0.246,0.2363,0.2304,0.2246,0.2538,0.3649,0.6527,0.8637,0.7191,0.7362,0.21502311420930723,-44.435153411620796,-12.747367446269546
0.5627,0.9667,0.8275,0.899,0.7863,0.7287,0.511,0.3579,0.2578,0.2529,0.2233,0.2489,0.2198,0.2324,0.2272,0.2047,0.1608,0.1647,0.2142,0.175,0.2984,0.4845,0.6453,0.2647289314641492,-44.583492363430025,-12.703695135387267
0.6214,0.7244,0.778,0.8109,0.737,0.6423,0.3406,0.2373,0.2442,0.2302,0.21,0.1935,0.1946,0.1946,0.2149,0.1876,0.1562,0.3297,0.0453,0.1244,0.2353,0.4438,0.5106,0.2377857999131071,-44.65416089470745,-12.652252754351
0.4109,0.428,0.1641,0.1817,0.3157,0.4356,0.9067,0.7339,0.7344,0.6925,0.5843,0.2482,0.2039,0.1895,0.1613,0.1525,0.1527,0.1471,0.1924,0.2278,0.433,0.5414,0.6843,0.23670237912742867,-43.73023438320926,-13.234206436128547
0.483,0.8389,0.7004,0.8387,0.7959,0.6529,0.4316,0.2391,0.206,0.2313,0.198,0.1895,0.1871,0.1829,0.1768,0.1688,0.1368,0.107,0.1167,0.1721,0.201,0.3553,0.4657,0.2481752440094105,-44.59371001696208,-12.70750892427208
0.5871,0.3154,-0.3,0.5423,0.4859,0.4534,0.5348,0.5253,0.8177,0.4826,0.4715,0.4509,0.4409,0.4065,0.3834,0.3331,0.4107,0.4401,0.2166,0.3296,0.2197,0.4982,0.5262,0.2004946415851252,-44.64552718867353,-3.866914872551425
0.4595,0.3187,0.7596,-0.3,0.5863,0.5577,0.3938,0.7029,0.718,0.6691,0.6987,0.6561,0.688,0.5801,0.6422,0.4522,0.6203,0.62,0.5398,0.5327,0.1964,0.1989,0.3916,0.23683709349203505,-47.55052264339783,-5.032823032687949
0.623,0.5559,0.7958,0.3457,-0.3,0.6233,0.5983,0.7386,0.7134,0.6135,0.6129,0.6246,0.6593,0.6634,0.6543,0.6231,0.7487,0.6864,0.3967,0.5633,0.6621,0.3925,0.2159,0.23200845459584568,-47.18976615872428,-4.4662358196476335
0.2795,0.6647,0.727,-0.3,0.6622,0.5538,0.5621,0.5192,0.4042,0.4254,0.2597,0.2853,0.3375,0.356,0.2982,0.2754,0.5739,0.2431,0.2923,0.2482,0.2822,0.2127,0.3945,0.21321740690829077,-47.243686348866646,-4.514345550341654
0.1429,0.8549,0.7249,0.5841,0.6593,0.3894,0.2114,0.3543,0.2705,0.1993,0.2029,0.1645,0.2737,0.2373,0.1391,0.2273,0.2714,0.1655,0.1134,0.1168,0.0794,0.1876,0.3891,0.21027110338084035,-47.25108665847,-4.718802607464621
-0.3,0.3394,0.7565,0.5606,0.6218,-0.3,0.2063,0.621,0.409,0.4119,0.3357,0.2637,0.2722,0.2975,0.2436,0.2873,0.2406,0.1875,0.2565,0.3335,0.159,0.439,0.197,0.24431727921884935,-47.677264176718644,-4.781270246849962
0.2925,0.1805,0.196,0.2616,0.1903,0.4178,0.849,0.8277,0.8184,0.3878,0.1893,0.1723,0.1694,0.1793,0.1529,0.1447,0.1407,0.1659,0.3937,0.8426,0.6961,0.6961,0.5481,0.26633589850044537,-45.935102061540185,-12.3247826594738
0.9607,0.7432,0.235,0.1525,0.157,0.5118,0.7573,0.7639,0.6015,0.5059,0.3755,0.2473,0.1965,0.4588,0.3285,0.5201,0.4853,0.2122,0.2243,0.2995,0.3414,0.6404,0.7809,0.23440758209890425,-45.95055931182513,-12.326899360029035
0.1915,0.1704,0.148,0.2575,0.1648,0.2124,0.4327,0.7622,0.7659,0.5373,0.3606,0.1077,0.1112,0.1192,0.1215,0.1456,0.3301,0.4882,0.7978,0.8927,0.907,0.9019,0.5409,0.29282309165083376,-45.439221179720704,-12.438343699475405
0.1926,0.1754,0.2265,0.2533,0.1783,0.5735,0.8963,0.9039,0.8925,0.6612,0.2076,0.1444,0.1364,0.142,0.1288,0.1333,0.2048,0.4389,0.642,0.5755,0.6045,0.8295,0.8512,0.2977167459020635,-45.93490841774922,-12.309050105714814
0.2101,0.1336,0.3204,0.7582,0.669,0.7555,0.7128,0.5536,0.5203,0.453,0.3776,0.2625,0.2469,0.319,0.3,0.2269,0.1985,0.1608,0.1419,0.311,0.5399,0.8399,0.8941,0.2408733752927068,-45.93770694493646,-12.281371737244266
0.3034,0.2021,0.1723,0.6187,0.5532,0.6557,0.6265,0.5857,0.4934,0.3109,0.241,0.18,0.1885,0.1718,0.171,0.1741,0.1496,0.1693,0.3558,0.4693,0.8782,0.5396,0.6986,0.22051075547608195,-45.92648428591024,-12.266761693427176
