2017-02-02,2017-02-18,2017-03-06,2017-03-22,2017-04-07,2017-04-23,2017-05-09,2017-05-25,2017-06-10,2017-06-26,2017-07-12,2017-07-28,2017-08-13,2017-08-29,2017-09-14,2017-09-30,2017-10-16,2017-11-01,2017-11-17,2017-12-03,2017-12-19,2018-01-01,2018-01-17,desvio,lat,long
0.7192,0.8727,0.2464,0.1509,0.1097,0.2601,0.8095,0.89,0.9801,0.8319,0.3203,0.1878,0.1125,0.124,0.5024,0.1186,0.1043,0.1309,0.1064,0.0634,0.1543,0.4119,0.7495,0.32227847672667315,-45.365802100320714,-12.343501780920676
0.5266,0.7893,0.8923,0.8635,0.8222,0.7732,0.6254,0.4103,0.2547,0.2207,0.2075,0.2153,0.2017,0.0981,0.0857,0.0782,0.0705,0.076,0.1079,0.1049,0.1746,0.305,0.243,0.29175325658383444,-46.146924994101546,-12.344589508015149
0.7219,0.9727,0.2608,0.1563,0.1582,0.7346,0.7264,0.7132,0.5718,0.5862,0.5334,0.2047,0.197,0.1949,0.1907,0.1771,0.1435,0.1464,0.2307,0.2147,0.855,0.877,0.8372,0.29680488174234426,-45.2844804394053,-12.41684736766651
0.2256,0.2454,0.2866,0.4712,0.3862,0.6809,0.725,0.5582,0.5712,0.5907,0.4048,0.3589,0.2732,0.2353,0.2323,0.2403,0.2187,0.2235,0.2446,0.8434,0.7915,0.7686,0.9253,0.23572222221808198,-45.73995716094694,-12.871717424230098
0.5396,0.1842,0.2294,0.7376,0.7625,0.6993,0.6568,0.4592,0.4406,0.186,0.1782,0.1677,0.1875,0.1971,0.1612,0.1801,0.2501,0.28,0.7378,0.8028,0.8316,0.8316,0.6748,0.26483980346990194,-45.55867101834151,-12.2748112514839
0.2931,0.1761,0.1527,0.5654,0.6456,0.7608,0.7215,0.5247,0.5121,0.3962,0.3794,0.2285,0.2461,0.2084,0.2102,0.1879,0.1662,0.2122,0.6667,0.8962,0.9573,0.9407,0.8949,0.28335424015712163,-45.74369699259887,-12.298786332519894
0.9218,0.9493,0.4884,0.1377,0.1246,0.2314,0.6095,0.8286,0.8727,0.8012,0.661,0.2087,0.1763,0.1189,0.1369,0.1597,0.1977,0.8391,0.689,0.8601,0.207,0.207,0.2011,0.3220680563559528,-45.62170292598242,-12.507433158162522
0.4551,0.7362,0.5952,0.1727,0.1571,0.1773,0.5527,0.6575,0.5418,0.4249,0.227,0.2063,0.1804,0.213,0.3268,0.4695,0.6407,0.834,0.3553,0.2638,0.1995,0.1995,0.3221,0.2061800359714819,-45.29513746082338,-12.80531783683346
0.5611,0.5335,0.1753,0.1651,0.1456,0.3629,0.4758,0.9153,0.9062,0.8389,0.6693,0.1899,0.1754,0.1684,0.1566,0.1542,0.1657,0.1652,0.1595,0.5244,0.6163,0.6163,0.9097,0.28600920636665217,-45.654121501752265,-12.443335193559983
0.5506,0.8645,0.5118,0.1811,0.1415,0.1776,0.5172,0.7788,0.6033,0.8999,0.63,0.2175,0.1769,0.1852,0.4619,0.7627,0.6439,0.8684,0.6507,0.7979,0.5723,0.3211,0.1643,0.26158711968629256,-45.37413009479101,-13.222439930718233
0.6605,0.79,0.2994,0.1512,0.1199,0.5353,0.8064,0.7939,0.6164,0.6393,0.142,0.1174,0.2479,0.5736,0.3247,0.7593,0.5764,0.1673,0.156,0.2625,0.7141,0.9579,0.843,0.28074467688068094,-45.29234864030239,-12.418466738744586
0.212,0.1636,0.1839,0.5442,0.3206,0.4313,0.49,0.595,0.6194,0.471,0.2977,0.2029,0.2599,0.162,0.1526,0.1829,0.1288,0.1708,0.4767,0.6728,0.9109,0.8378,0.8662,0.24996638113875383,-45.92541887230954,-12.277615846503648
0.2847,0.2013,0.153,0.1856,0.4937,0.7187,0.6676,0.5828,0.5715,0.4885,0.2338,0.2239,0.2063,0.2032,0.1746,0.1574,0.1492,0.3147,0.3554,0.2035,0.2208,0.6754,0.8089,0.21379779686578632,-45.474201017791145,-12.846290400979091
0.9521,0.795,0.4734,0.1509,0.118,0.3918,0.6123,0.6625,0.6618,0.6009,0.5543,0.3953,0.361,0.296,0.2703,0.3227,0.253,0.1803,0.1838,0.4016,0.6605,0.6605,0.9284,0.24286275015946718,-45.39601195772874,-12.340204106943474
0.8027,0.6241,0.3911,0.1937,0.1273,0.173,0.4368,0.8881,0.9017,0.8023,0.6946,0.1964,0.1926,0.1564,0.1464,0.1456,0.1375,0.1783,0.1562,0.5163,0.5027,0.7624,0.8463,0.29386418988175755,-45.60498973450302,-12.443992078194704
0.6727,0.834,0.5134,0.1996,0.1852,0.2469,0.2856,0.8556,0.8915,0.8351,0.4082,0.2052,0.1758,0.1609,0.1694,0.1486,0.1497,0.1455,0.1944,0.3123,0.8669,0.7897,0.9218,0.3072953455026433,-45.584150243711186,-12.195000598527765
0.6585,0.6373,0.2788,0.1954,0.2004,0.4091,0.901,0.8544,0.8122,0.7634,0.7353,0.2004,0.2699,0.5057,0.4258,0.5586,0.4319,0.6354,0.7223,0.7666,0.7,0.2315,0.3991,0.23183023168713496,-45.85196411797988,-12.549662724288911
0.623,0.6477,0.6655,0.6534,0.7168,0.7299,0.6965,0.6189,0.451,0.4121,0.3165,0.2864,0.241,0.1972,0.183,0.1702,0.1577,0.1311,0.3319,0.7128,0.2451,0.3908,0.5798,0.2163455960194153,-45.60104643692743,-13.724919628051765
0.5591,0.7881,0.4757,0.1344,0.1233,0.1268,0.4569,0.76,0.8378,0.8313,0.7781,0.6587,0.4447,0.2381,0.2279,0.1676,0.1822,0.1634,0.2294,0.6586,0.8795,0.9551,0.7933,0.294167195004135,-45.39275084789338,-12.281067672130554
0.2448,0.1694,0.176,0.4288,0.4167,0.6142,0.693,0.7341,0.733,0.6999,0.544,0.4477,0.2526,0.232,0.203,0.1906,0.1076,0.1843,0.3416,0.5696,0.9407,0.9466,0.8166,0.26638320453827236,-45.5317102892972,-12.173403731566967
0.5904,0.5234,0.5193,0.1596,0.1344,0.2942,0.483,0.6296,0.3996,0.3581,0.2065,0.1039,0.0877,0.0904,0.09,0.0843,0.085,0.0997,0.1145,0.373,0.4269,0.847,0.9286,0.2545202385237406,-46.15847927533609,-12.368410103825363
0.4867,0.2459,0.1704,0.2052,0.2163,0.5511,0.734,0.7176,0.7621,0.6476,0.4696,0.3002,0.1743,0.1659,0.1849,0.1838,0.1909,0.1466,0.224,0.2597,0.2185,0.4244,0.3994,0.20609081098278373,-45.21024855142335,-12.775558010028641
0.1981,0.1384,0.1784,0.4917,0.5034,0.6165,0.6451,0.6633,0.5081,0.4177,0.3645,0.272,0.2095,0.2029,0.2087,0.1846,0.2051,0.2105,0.3873,0.6833,0.9601,0.7427,0.934,0.2512849428241146,-45.856053084508865,-12.151429718189046
0.7316,0.6816,0.182,0.1481,0.1676,0.4035,0.8448,0.8647,0.8197,0.6614,0.1784,0.1655,0.1742,0.4558,0.7964,0.7913,0.8557,0.7913,0.7345,0.5627,0.4421,0.2194,0.1571,0.2838776928642489,-45.885696075083025,-13.192427321136847
0.2502,0.7748,0.3592,0.1699,0.135,0.2226,0.4728,0.865,0.8852,0.7568,0.1502,0.1497,0.2091,0.5681,0.5466,0.5112,0.5763,0.3298,0.3446,0.3192,0.2739,0.2211,0.1779,0.24023788572814747,-45.58182512641473,-12.203686630979226
0.2044,0.2332,0.311,0.4697,0.6862,0.7019,0.7352,0.6821,0.5679,0.3697,0.2442,0.2259,0.2369,0.2253,0.2004,0.2036,0.2002,0.2313,0.1385,0.2954,0.2853,0.7891,0.8746,0.23357386065107252,-45.983884222534506,-13.61411388704325
0.5362,0.4817,0.1765,0.1423,0.1422,0.3439,0.5003,0.9113,0.7382,0.8635,0.5286,0.184,0.1697,0.1638,0.1455,0.1481,0.166,0.1645,0.1709,0.6466,0.6031,0.7244,0.9464,0.28395072702054147,-45.66363890721082,-12.441141805902538
0.1552,0.281,0.254,0.3641,0.638,0.8462,0.8548,0.8333,0.8206,0.7891,0.7196,0.4349,0.3475,0.2783,0.2399,0.2628,0.1637,0.3488,0.365,0.9519,0.8904,0.6172,0.7619,0.2719928411781713,-45.71906566551346,-12.865807740910777
0.4481,0.2879,0.6402,0.5984,0.4859,0.6788,0.7812,0.6058,0.6564,0.5381,0.4935,0.2701,0.3213,0.1584,0.1299,0.1319,0.1213,0.1805,0.1533,0.6058,0.7296,0.6883,0.6773,0.2277868758950777,-45.85846028851232,-12.551812123342307
0.535,0.4869,0.1665,0.1066,0.1403,0.3302,0.4911,0.9066,0.8433,0.7711,0.6362,0.1845,0.1732,0.1566,0.1478,0.1464,0.1616,0.1547,0.1606,0.5554,0.5154,0.724,0.9166,0.2828756743069727,-45.63702368290856,-12.449886651309278
0.7616,0.6131,0.5215,0.7444,0.6067,0.6813,0.6651,0.6401,0.5455,0.4025,0.3364,0.1883,0.1518,0.1651,0.1773,0.1674,0.1608,0.1711,0.4638,0.3495,0.2814,0.2814,0.1541,0.21894682273504393,-45.85683287785899,-12.265360592366585
0.7727,0.7099,0.8558,0.501,0.5768,0.685,0.7293,0.3848,0.4091,0.3178,0.1937,0.2594,0.2356,0.1959,0.1909,0.2016,0.2087,0.1322,0.2291,0.2226,0.2292,0.3766,0.2502,0.2247567427224587,-46.2328830617587,-12.840027522604382
0.8941,0.7521,0.8595,0.8087,0.7848,0.733,0.6406,0.3682,0.2681,0.2585,0.2625,0.2557,0.2475,0.233,0.236,0.234,0.2148,0.2028,0.1846,0.2958,0.3067,0.7217,0.7989,0.2669731515271969,-45.93053854775145,-12.630779002108744
0.5725,0.6706,0.3273,0.2132,0.1903,0.1472,0.5582,0.7702,0.8473,0.8733,0.8018,0.2626,0.1656,0.1274,0.1309,0.1873,0.1305,0.293,0.3104,0.1072,0.1401,0.1355,0.21,0.2671376797841785,-45.304096928164256,-12.433646043884087
0.9139,0.7943,0.7872,0.7509,0.6154,0.6397,0.6015,0.4927,0.4024,0.2548,0.1609,0.1522,0.1461,0.1437,0.1356,0.1356,0.1296,0.3331,0.5035,0.669,0.6028,0.7644,0.7204,0.2674977539708449,-46.13318066382594,-13.103031073129962
0.9324,0.8573,0.6966,0.1848,0.1188,0.1296,0.4182,0.452,0.3836,0.271,0.2012,0.1681,0.1659,0.158,0.0939,0.0928,0.0845,0.2474,0.3808,0.1186,0.1086,0.1681,0.1852,0.24223817037323153,-46.17142086510597,-13.770607041118147
0.255,0.1469,0.1508,0.4422,0.3824,0.7177,0.7372,0.3699,0.1282,0.1173,0.1277,0.1596,0.3404,0.5838,0.53,0.419,0.2213,0.1766,0.1343,0.1873,0.4606,0.5451,0.8129,0.2184405487087004,-45.58756752621356,-12.181429094922855
0.665,0.6407,0.3199,0.1605,0.1224,0.345,0.6226,0.6431,0.5829,0.3985,0.2708,0.1817,0.1877,0.1771,0.1752,0.1699,0.1593,0.185,0.1674,0.2047,0.7534,0.8219,0.8894,0.2531631278218405,-45.97139600270998,-13.09229916889689
0.8997,-0.3,0.9165,0.9392,0.8649,0.7338,0.7431,0.6364,0.5749,0.4127,0.2699,0.2469,0.2518,0.2537,0.246,0.2564,0.2403,0.2216,0.1738,0.3786,0.3462,0.5867,0.7395,0.3111504419881275,-45.7311364384282,-12.880965149540826
0.4563,0.737,0.7938,0.9258,0.8242,0.726,0.7243,0.6795,0.5171,0.3684,0.3341,0.2475,0.2617,0.2069,0.1192,0.1099,0.0996,0.0846,0.1052,0.1291,0.1388,0.1388,0.1921,0.2864992193492803,-46.0763214687591,-12.043243105780178
0.7128,0.7857,0.9889,0.9202,0.9404,0.8105,0.6782,0.5494,0.4726,0.3488,0.2667,0.2168,0.2143,0.2063,0.2022,0.1677,0.1666,0.1614,0.1337,0.0922,0.5361,0.9909,0.9533,0.327964207653787,-46.17861373673178,-13.22976124820334
0.8243,0.4957,0.2833,0.1144,0.137,0.2826,0.7405,0.5032,0.3208,0.1709,0.1407,0.1414,0.1366,0.129,0.1297,0.1294,0.1211,0.1591,0.2119,0.468,0.7239,0.853,0.9475,0.27919766837084337,-45.97691941012632,-13.333140752567713
0.9968,0.842,0.5601,0.1516,0.117,0.3539,0.3396,0.4238,0.3898,0.2857,0.2486,0.186,0.1725,0.1519,0.0786,0.0862,0.0754,0.0848,0.2787,0.1502,0.1707,0.1835,0.1765,0.23716639336611858,-46.244375271405076,-12.844312969181814
0.8272,0.7352,0.8719,0.7383,0.8748,0.6985,0.6259,0.5596,0.2285,0.229,0.2913,0.2513,0.254,0.2207,0.2203,0.2081,0.1994,0.1335,0.132,0.1886,0.1866,0.4255,0.561,0.2636145410349347,-46.05762998153335,-13.326307523015194
0.2524,0.3196,0.5918,0.766,0.6565,0.7948,0.7218,0.6875,0.6447,0.3589,0.2861,0.1861,0.1888,0.1534,0.1707,0.1724,0.182,0.0865,0.1433,0.1669,0.1826,0.1826,0.319,0.2394921784062823,-46.155886495085106,-12.343466669914573
0.7873,0.8293,0.8987,0.8234,0.8169,0.7321,0.7171,0.5348,0.4309,0.302,0.2586,0.2592,0.2991,0.279,0.2585,0.2079,0.1276,0.1284,0.12,0.1672,0.2002,0.4986,0.7099,0.2748741852330078,-46.05878033537685,-13.336067109296794
0.6379,0.3792,0.1794,0.1811,0.2887,0.5121,0.4754,0.4351,0.4595,0.3492,0.2693,0.1957,0.187,0.2574,0.3263,0.3469,0.1817,0.1897,0.41,0.4829,0.9115,0.8091,0.8355,0.2175741779828231,-45.40551043280828,-12.854001239635176
0.3694,0.4375,0.8044,0.7396,0.7976,0.629,0.4931,0.4438,0.3457,0.2621,0.2088,0.1335,0.1214,0.1134,0.1105,0.1271,0.1818,0.7161,0.7244,0.9923,0.985,0.7554,0.6821,0.29635579693916336,-45.78309166892844,-12.917163916519046
0.7387,0.6951,0.345,0.1714,0.1992,0.367,0.5075,0.5515,0.4415,0.2966,0.2411,0.2231,0.2058,0.203,0.1948,0.1999,0.1181,0.1624,0.1268,0.3382,0.4646,0.8608,0.861,0.23194085768240705,-45.70204882078214,-13.680710985424323
0.8473,0.8952,0.7746,0.2624,0.1513,0.1228,0.4936,0.4907,0.4093,0.2599,0.1896,0.172,0.1679,0.1626,0.1263,0.0945,0.0947,0.3712,0.4048,0.1994,0.1382,0.1444,0.1867,0.24189581144955352,-46.18285441204261,-13.781943336455033
0.2645,0.4795,0.4443,0.7885,0.6547,0.6652,0.4575,0.3508,0.326,0.207,0.2314,0.1358,0.1251,0.1229,0.1512,0.1191,0.1361,0.1972,0.29,0.6979,0.913,0.9302,0.9376,0.28521579071420167,-45.470327289880935,-12.313499936906213
0.4214,0.7933,0.4373,0.1743,0.109,0.15,0.4907,0.7422,0.9127,0.8926,0.3696,0.2049,0.1832,0.1597,0.1588,0.1653,0.1465,0.1605,0.124,0.2019,0.3001,0.7503,0.5718,0.27195599962351497,-45.35076800367158,-12.346777024672013
0.4553,0.7647,0.5476,0.1655,0.1042,0.2747,0.6018,0.52,0.4327,0.2004,0.1512,0.1344,0.1312,0.132,0.133,0.1343,0.1237,0.1825,0.2297,0.9994,0.849,0.8493,0.9508,0.3051450022063961,-45.97654315095807,-13.342906806320412
0.4527,0.7554,0.8235,0.9005,0.4622,0.8166,0.6128,0.3705,0.3263,0.2152,0.1928,0.2372,0.1429,0.1191,0.1192,0.1257,0.1322,0.4742,0.5628,0.9777,0.859,0.7156,0.7275,0.2927214715073408,-45.781130682922154,-12.909031971138797
0.7774,0.9841,0.8353,0.4407,0.1445,0.101,0.1203,0.3081,0.3408,0.3314,0.2059,0.1816,0.1343,0.1027,0.0953,0.1036,0.0955,0.1547,0.2103,0.115,0.1111,0.1685,0.1815,0.2544384150154475,-46.18303640256807,-13.762957529211748
0.8973,0.7927,0.763,0.413,0.1958,0.1554,0.4567,0.7858,0.7534,0.8302,0.7197,0.7726,0.2642,0.1952,0.1843,0.1819,0.1599,0.1491,0.1508,0.2037,0.3687,0.3687,0.7474,0.2829910319952265,-45.930497108957546,-12.072522022216832
0.945,0.8295,0.7143,0.1653,0.1264,0.2847,0.4694,0.4021,0.3492,0.2938,0.2293,0.1839,0.1655,0.1622,0.148,0.159,0.1526,0.1699,0.1477,0.3331,0.6259,0.9492,0.8871,0.2875652444957444,-46.21085607986943,-12.388253705808161
0.404,0.1538,0.2448,0.4936,0.4745,0.6799,0.5361,0.4384,0.3804,0.2527,0.2426,0.2168,0.2138,0.2302,0.1991,0.2172,0.1848,0.1937,0.3806,0.9445,0.9359,0.8639,0.9067,0.2649957076988498,-45.952726418801966,-12.277522240542373
0.9737,0.8299,0.5099,0.1447,0.147,0.4836,0.5954,0.4565,0.334,0.2331,0.197,0.2019,0.2053,0.1972,0.2012,0.1832,0.1838,0.1541,0.1496,0.162,0.1796,0.2689,0.3009,0.22620751657131044,-46.191657545401895,-12.68398748419551
0.7767,0.6581,0.7385,0.7869,0.7375,0.689,0.632,0.4861,0.3875,0.1757,0.1588,0.1441,0.1411,0.1406,0.1386,0.1386,0.1308,0.0873,0.0795,0.1106,0.1232,0.3476,0.407,0.2671893811054138,-46.04689107440487,-13.081154346805905
0.2839,0.2535,0.2062,0.6849,0.6932,0.7147,0.5185,0.5132,0.4351,0.2404,0.2321,0.198,0.1907,0.1954,0.1849,0.1726,0.1822,0.1689,0.7048,0.809,0.9537,0.8958,0.8981,0.28211111762521346,-45.747537707244256,-12.291180173361655
0.2435,0.1616,0.1972,0.2725,0.262,0.791,0.7355,0.6829,0.2639,0.1265,0.119,0.1988,0.4032,0.5828,0.5051,0.5328,0.201,0.1721,0.1277,0.2281,0.4357,0.742,0.8119,0.23876315087014313,-45.42930681692396,-12.283183126585186
0.2101,0.2153,0.2923,0.7207,0.6428,0.5543,0.4436,0.222,0.2457,0.2437,0.1841,0.1549,0.1699,0.1837,0.2473,0.3429,0.487,0.7166,0.6419,0.7417,0.1421,0.1421,0.1241,0.2151947208125995,-45.447160903588326,-12.318964592643075
0.1527,0.1522,0.2297,0.4515,0.7049,0.6507,0.5175,0.1872,0.1853,0.1376,0.1324,0.1575,0.126,0.1123,0.1258,0.1144,0.1074,0.1743,0.2636,0.995,0.931,0.8612,0.9203,0.31443745364215825,-45.64457825331294,-12.657122858363492
0.3987,0.1792,0.1469,0.5136,0.5003,0.7718,0.6378,0.2029,0.1731,0.1155,0.1678,0.0997,0.0859,0.1012,0.118,0.1356,0.1636,0.5128,0.7896,0.9758,0.8672,0.3303,0.1805,0.28286178114620153,-45.6264345603751,-12.6370918817575
0.7331,0.6603,0.744,0.7705,0.749,0.6823,0.6197,0.5261,0.4129,0.1808,0.1738,0.1563,0.1518,0.1503,0.1444,0.1535,0.1362,0.0671,0.0682,0.0869,0.1221,0.4256,0.407,0.26472488284412926,-46.04998289969566,-13.092533812519846
0.8272,0.7107,0.3858,0.1648,0.148,0.516,0.6656,0.5643,0.4992,0.3849,0.2129,0.1961,0.1925,0.1677,0.1716,0.1725,0.1565,0.1683,0.1598,0.3738,0.5127,0.8496,0.9508,0.25990593342447765,-45.98720948321558,-13.102546387355527
0.7126,0.6383,0.616,0.7432,0.656,0.6688,0.5593,0.5961,0.5794,0.49,0.4544,0.3113,0.2683,0.223,0.2361,0.2041,0.1804,0.3077,0.4646,0.6684,0.7413,0.8051,0.8823,0.2120518470794404,-45.72424071914085,-12.396497525682808
0.2117,0.3718,0.5226,0.4584,0.6054,0.6714,0.6214,0.5545,0.253,0.1887,0.1875,0.2109,0.1978,0.1463,0.1418,0.1405,0.1589,0.1955,0.5866,0.7999,0.9016,0.9016,0.8615,0.27136648556180626,-45.569702875906934,-12.273703402874894
0.4481,0.4175,0.6635,0.6822,0.7946,0.6766,0.5733,0.3965,0.3654,0.2547,0.2321,0.2092,0.1266,0.1229,0.1262,0.1259,0.1713,0.5857,0.7687,0.8839,0.7244,0.9263,0.7936,0.2734136350839189,-45.36306974666579,-13.232764207680722
0.7126,0.7849,0.6162,0.424,0.6506,0.7798,0.6218,0.5132,0.4594,0.3791,0.2642,0.2745,0.2477,0.2183,0.1962,0.2122,0.1826,0.1267,0.2127,0.1686,0.1744,0.1802,0.2077,0.22001291661686792,-46.263756459287535,-12.85072982294139
0.956,0.8828,0.7047,0.1849,0.1024,0.1364,0.3994,0.4701,0.3988,0.2844,0.1996,0.1778,0.1713,0.1585,0.0973,0.0899,0.0832,0.2807,0.4955,0.2114,0.1126,0.1369,0.233,0.24935696344275468,-46.16516703756794,-13.768466999511034
0.5143,0.5739,0.5452,0.5255,0.6381,0.5949,0.5762,0.5459,0.5043,0.3482,0.2325,0.1863,0.1571,0.1558,0.1614,0.1645,0.159,0.1757,0.3286,0.5743,0.6541,0.7473,0.5529,0.20117473929702334,-45.606804817812176,-13.698322791579196
0.2446,0.6135,0.8242,0.7671,0.8501,0.7008,0.6376,0.4692,0.4102,0.2762,0.2517,0.2451,0.1554,0.1341,0.1198,0.1202,0.1569,0.2797,0.3479,0.9043,0.7837,0.7796,0.709,0.27767251575895147,-45.7637328906969,-12.916678703543855
0.6539,0.5969,0.4383,0.2215,0.2148,0.4174,0.3957,0.251,0.1925,0.2016,0.1791,0.1692,0.153,0.1388,0.1329,0.1409,0.1205,0.1204,0.2373,0.4193,0.7111,0.7111,0.9163,0.23309636660935365,-45.94030954209365,-12.198356208082984
0.7996,0.806,0.844,0.8723,0.4358,0.4523,0.6961,0.537,0.2941,0.2549,0.2598,0.2513,0.2725,0.1438,0.2243,0.2113,0.161,0.1741,0.1846,0.2169,0.312,0.7328,0.7619,0.26058753303168886,-46.099333288046004,-13.391767740458464
0.3512,0.4408,0.618,0.6008,0.679,0.1944,0.2233,0.6086,0.7656,0.768,0.7965,0.7134,0.4468,0.3209,0.2637,0.2691,0.403,0.8195,0.3279,0.3072,0.7772,0.8764,0.7045,0.22318430303793688,-49.53438551471283,-9.992546634970749
0.1967,0.1739,0.228,0.3455,0.2194,0.2243,0.1769,0.16,0.3529,0.7585,0.7553,0.7544,0.3829,0.1787,0.1544,0.1531,0.1146,0.1178,0.2063,0.2241,0.5554,0.5554,0.6855,0.22432750787746436,-49.893294666029504,-10.920631993743026
0.5845,0.7093,0.6574,0.4034,0.2069,0.0811,0.1181,0.1922,0.5692,0.8001,0.7309,0.4073,0.1673,0.1571,0.1573,0.1742,0.1464,0.1858,0.5502,0.8104,0.1704,0.1704,0.3852,0.24922739509613134,-49.685447742539104,-10.489593767269904
0.8142,0.6091,0.5802,0.306,0.1829,0.1097,0.1213,0.0971,0.2615,0.6605,0.79,0.7957,0.6033,0.2468,0.1629,0.1451,0.1286,0.1433,0.1886,0.0862,0.3943,0.3943,0.6221,0.2564062076474712,-49.85185809142931,-10.591153333102676
0.7795,0.6899,0.5166,0.2696,0.2,0.1706,0.1255,0.2208,0.4063,0.6002,0.6121,0.6347,0.44,0.2115,0.1901,0.1836,0.1582,0.1863,0.2771,0.4899,0.6576,0.5794,0.7897,0.22392489247592756,-49.81665794627883,-10.618150361504668
0.2754,0.4502,0.1881,0.3663,0.2602,0.1853,0.1416,0.3445,0.5694,0.6517,0.6813,0.3776,0.1597,0.191,0.2807,0.1594,0.1171,0.1405,0.2005,0.2501,0.6152,0.6152,0.7274,0.20069731087606874,-49.88370980689332,-10.914629160401537
0.664,0.8584,0.7475,0.6613,0.3037,0.1969,0.1103,0.1741,0.3543,0.6769,0.6376,0.4488,0.1555,0.129,0.1671,0.1415,0.1138,0.1256,0.174,0.1782,0.4815,0.7545,0.7573,0.2664699175451551,-49.63926207169472,-10.890312714506875
0.2665,0.3144,0.3517,0.3437,0.2775,0.2357,0.2,0.1149,0.2015,0.5001,0.723,0.6896,0.6597,0.2208,0.1673,0.2013,0.1849,0.1443,0.1566,0.1671,0.3753,0.5942,0.6988,0.20123591507925853,-49.785004267809924,-10.71731396763751
0.2973,0.3039,0.2067,0.2869,0.2277,0.133,0.1266,0.212,0.5743,0.8131,0.7965,0.7367,0.2685,0.1543,0.2483,0.1837,0.1344,0.2021,0.4124,0.6288,0.7062,0.7062,0.6945,0.24639307071515362,-49.8840207229089,-10.904864439549424
0.9846,0.5612,0.3908,0.2928,0.2008,0.1262,0.1328,0.1597,0.4213,0.7381,0.7713,0.7453,0.6392,0.2211,0.156,0.1628,0.163,0.2374,0.1633,0.1331,0.6012,0.6012,0.7648,0.27158406613834535,-49.866624415484885,-10.602057899252312
0.7782,0.6433,0.555,0.4124,0.2028,0.1612,0.1748,0.162,0.2826,0.6809,0.7337,0.7458,0.7309,0.2978,0.1831,0.1858,0.1795,0.4675,0.1888,0.1443,0.5308,0.5308,0.7901,0.24327234035341475,-49.85346891667874,-10.600382592876107
0.4963,0.3921,0.3894,0.2716,0.2888,0.1831,0.126,0.1786,0.4029,0.7682,0.7123,0.6556,0.241,0.1656,0.1223,0.1272,0.1431,0.1327,0.1724,0.1684,0.1903,0.6149,0.8395,0.23144423977814224,-49.66068757793961,-10.88606695909175
0.629,0.7854,0.6604,0.3318,0.2653,0.0946,0.1054,0.5943,0.7692,0.8617,0.8151,0.4178,0.2726,0.1862,0.1368,0.1639,0.1359,0.1726,0.143,0.1121,0.1104,0.4139,0.8828,0.28644767403572036,-49.72083951104297,-10.547788851471047
0.7719,0.6956,0.666,0.4989,0.2519,0.2015,0.1951,0.1288,0.1877,0.3154,0.6791,0.7249,0.4595,0.6994,0.3594,0.2303,0.1563,0.2235,0.3008,0.2327,0.3218,0.4684,0.6859,0.21955425495663985,-49.908833598484534,-10.451374156354744
0.4921,0.6169,0.4863,0.3244,0.2638,0.2087,0.1236,0.1341,0.2872,0.5811,0.6964,0.6642,0.3277,0.1705,0.1651,0.1645,0.1723,0.221,0.1011,0.164,0.3714,0.6306,0.6776,0.20720967994389305,-49.914100624183845,-10.473637389922876
0.3989,0.17,0.1699,0.3036,0.1829,0.1942,0.1589,0.1443,0.3099,0.704,0.7569,0.7393,0.3721,0.182,0.1369,0.151,0.1136,0.1287,0.2257,0.3042,0.5804,0.5804,0.665,0.22154345766996514,-49.898255492354345,-10.915224400802005
0.5956,0.4971,0.2522,0.3341,0.2513,0.2297,0.1971,0.1616,0.2982,0.608,0.6987,0.7314,0.4896,0.2035,0.2536,0.2491,0.154,0.2183,0.4242,0.5356,0.7997,0.7997,0.6919,0.22094468178950855,-49.87515124467182,-10.891268353246252
0.1735,0.8015,0.5607,0.7073,0.5272,0.1968,0.2406,0.1447,0.3487,0.616,0.7532,0.7448,0.5909,0.1543,0.1685,0.1593,0.1233,0.2075,0.5524,0.1119,0.4041,0.6776,0.7069,0.2489544096873297,-49.849811251415346,-10.914503680470148
0.444,0.8349,0.4801,0.3912,0.2132,0.2056,0.1945,0.2099,0.4752,0.739,0.6353,0.3382,0.178,0.1944,0.1259,0.128,0.1202,0.184,0.1485,0.1512,0.2248,0.1933,0.1469,0.20645848332284236,-49.54835533594157,-10.50093225894053
0.8292,0.8005,0.6741,0.5377,0.1973,0.1932,0.1159,0.1961,0.5672,0.8198,0.8038,0.7693,0.4834,0.13,0.1335,0.205,0.1198,0.1352,0.1827,0.2787,0.7185,0.7185,0.8073,0.2901686484537131,-49.89539918653042,-10.413890931234912
0.506,0.7195,0.6254,0.5005,0.2352,0.1312,0.1125,0.1366,0.3873,0.6296,0.6912,0.6133,0.1744,0.1534,0.172,0.1999,0.1633,0.241,0.2545,0.5557,0.1787,0.1787,0.4155,0.21022487489285233,-49.67530674283695,-10.489551679939208
0.1544,0.2527,0.2547,0.3833,0.2257,0.18,0.1457,0.2804,0.5264,0.7786,0.663,0.3679,0.1544,0.143,0.143,0.189,0.1454,0.1766,0.1514,0.1218,0.4898,0.6597,0.7043,0.21226400781069243,-49.882841738419806,-10.92656202211318
0.4882,0.8079,0.6644,0.5183,0.2349,0.1345,0.1445,0.2505,0.4633,0.6949,0.6218,0.1949,0.1675,0.1638,0.1719,0.1845,0.168,0.1438,0.4015,0.1443,0.1745,0.1745,0.5778,0.21878230738273927,-49.69474833923778,-10.493972292068953
