2017-11-01,2017-11-17,2017-12-03,2017-12-19,2018-01-01,2018-01-17,2018-02-02,2018-02-18,2018-03-06,2018-03-22,desvio,lat,long
0.4252,0.7314,0.4823,0.1649,0.1671,0.1593,0.2004,0.4347,0.3456,0.5535,0.19464735178151168,-14.29209792819677,-45.480834750627444
0.2953,0.526,0.8612,0.8982,0.9284,0.8576,0.2065,0.1684,0.1682,0.3504,0.3274162990580782,-14.337648576610725,-45.48983421188157
0.3193,0.579,0.6792,0.9553,0.8308,0.6845,0.1331,0.166,0.2491,0.2562,0.2959276084525478,-14.302455547425296,-45.45526595655903
0.7715,0.7236,0.5576,0.1785,0.1602,0.1837,0.3922,0.5561,0.5827,0.8799,0.26072776351333715,-14.387972255002053,-45.54796187124121
0.1283,0.2058,0.3678,0.4685,0.1709,0.1535,0.1741,0.3912,0.3991,0.6306,0.16731596722634962,-14.318079366265843,-45.50870792577821
0.1019,0.0912,0.154,0.3246,0.4993,0.5875,0.5708,0.6512,0.3895,0.1591,0.2169693805842454,-14.578824063544511,-45.92411640361817
0.0888,0.2997,0.7842,0.758,0.789,0.6616,0.4515,0.2012,0.1717,0.1317,0.29008242583406835,-14.584756949978221,-45.93263502622862
0.2275,0.2099,0.6427,0.8602,0.9932,0.9066,0.6217,0.2145,0.0868,0.1861,0.34679835896061817,-14.335457464199695,-45.499983777638654
0.5133,0.4383,0.535,0.7195,0.3329,0.4556,0.4825,0.7877,0.6944,0.7085,0.150200466414426,-14.693610270685804,-45.836132427949146
0.7245,0.496,0.4224,0.3295,0.2336,0.2284,0.2106,0.3268,0.3533,0.4163,0.1542413563218374,-14.320215432968451,-45.52429087413408
0.1975,0.6688,0.9933,0.987,0.984,0.8744,0.1445,0.1975,0.2221,0.4422,0.36860185099312176,-14.40797294789719,-45.577787447059954
0.2775,0.6309,0.2757,0.9438,0.8131,0.6896,0.1549,0.1149,0.11,0.1407,0.3204890618691655,-14.800120616704278,-45.599999603024884
0.1945,0.5321,0.9303,0.8932,0.8661,0.693,0.1265,0.1773,0.1749,0.2972,0.33242181854451797,-14.292138623074507,-45.4602518716675
0.1458,0.1516,0.1855,0.3085,0.5645,0.7225,0.9953,0.9039,0.8122,0.8286,0.33528618687788364,-13.883699404966046,-45.843279953998405
0.1594,0.1799,0.3436,0.6984,0.7322,0.9484,0.5183,0.3779,0.1488,0.2082,0.2816811572209496,-14.28491637741618,-45.54103633467373
0.7647,0.77,0.5426,0.5734,0.3649,0.0841,0.1418,0.3086,0.5177,0.6112,0.2377461437939402,-14.782847660856655,-45.56608299384178
0.5563,0.6185,0.6937,0.9811,0.9348,0.7177,0.1551,0.1381,0.235,0.2208,0.31875335449215275,-14.31218308276888,-45.474340399161186
0.1149,0.2602,0.6005,0.7884,0.9203,0.8259,0.6733,0.2888,0.2161,0.1604,0.307358515960325,-14.280022289525446,-45.54617005841829
0.1491,0.1955,0.145,0.843,0.771,0.552,0.4028,0.2595,0.6603,0.8993,0.2956338021945393,-13.797547797386805,-46.09288055394124
0.364,0.4193,0.4375,0.1335,0.6326,0.6658,0.4272,0.5021,0.5381,0.5682,0.15275281448580033,-3.9391832447482455,-44.98666832823594
0.6364,0.7415,0.5175,0.1484,0.4796,0.5148,0.3314,0.6529,0.5663,0.5309,0.16905399564767598,-4.076494930895359,-44.82125401193085
0.7084,0.7087,0.4544,0.8701,0.6351,0.477,0.8199,0.1886,0.6052,0.5195,0.19949289293940609,-4.191010047025723,-44.75702769071316
0.6583,0.6128,0.5554,0.894,0.894,0.4694,0.1739,0.3076,0.498,0.4966,0.22712570674995525,-4.119898872276232,-44.7452916768848
0.4979,0.5294,0.4284,0.6652,0.6652,0.6079,0.8572,0.281,0.4949,0.5013,0.15630444082693948,-4.079189180440221,-44.74760194092868
0.6028,0.5771,0.5645,0.125,0.5493,0.2193,0.2564,0.6431,0.4182,0.4928,0.18216808630126924,-4.072155159617616,-44.83382294329816
0.4187,0.2509,0.2843,0.2689,0.4932,0.7119,0.2769,0.1821,0.397,0.3395,0.15320377279949735,-4.0069560094488335,-44.64100877369664
0.1178,0.2271,0.403,0.1352,0.3754,0.7304,0.163,0.5444,0.5887,0.4197,0.20915824445195133,-3.895214138187716,-44.952756107270176
0.51,0.4994,0.4904,0.8764,0.6695,0.5154,0.2549,0.4278,0.4458,0.473,0.16232563431434835,-4.0938698741071216,-44.8455759369796
0.5489,0.6117,0.6429,0.2363,0.2481,0.5001,0.5657,0.1953,0.7246,0.4627,0.18568823363668227,-3.80510026044675,-45.117579373205025
0.6092,0.7983,0.5096,0.4047,0.2722,0.6227,0.6559,0.4722,0.742,0.7508,0.16780108064808957,-3.7698177197945286,-45.11487278622296
0.4142,0.4191,0.3564,0.2298,0.5099,0.5353,0.2439,0.5974,0.1976,0.605,0.15164464455503274,-3.936379707368957,-44.614151385866386
0.3684,0.5538,0.5169,0.1206,0.3871,0.5678,0.3044,0.6644,0.5211,0.53,0.15872727308884957,-4.075404948047179,-44.802604941974
0.4042,0.3378,0.1259,0.1541,0.1023,0.2004,0.4284,0.0519,0.255,0.4833,0.1511791141512463,-3.960265192754721,-44.61900462925519
0.4569,0.6082,0.5191,0.4383,0.5546,0.5841,0.175,0.186,0.2863,0.3558,0.15938541721946275,-4.197539619463692,-44.815009486772034
0.3494,0.3157,0.4416,0.3801,0.6205,0.6106,0.6063,0.9812,0.4486,0.479,0.19484843682548067,-3.842562186765571,-44.97653712981588
0.2234,0.2647,0.502,0.1988,0.6399,0.2681,0.3498,0.0819,0.2833,0.275,0.15808053116476214,-3.8170409109574686,-45.1263624036613
0.3715,0.193,0.3154,0.1885,0.3591,0.2257,0.5486,0.6103,0.3595,0.5933,0.1589514073196236,-4.776217865888759,-45.84219230942955
0.3925,0.5542,0.5388,0.6842,0.7668,0.7956,0.2019,0.4972,0.226,0.9571,0.2457736042693673,-5.1712682926021305,-48.491614098629924
0.5765,0.6332,0.6337,0.2981,0.5888,0.7058,0.2899,0.5557,0.3698,0.6812,0.15578971617750212,-5.197313081801658,-48.36251248727621
0.5133,0.554,0.472,0.4137,0.2112,0.5865,0.6119,0.7533,0.109,0.2433,0.20259141585412196,-5.16285956542613,-48.4230933447911
0.2729,0.5049,0.6188,0.5953,0.7516,0.6382,0.0841,0.339,0.2063,0.197,0.22887349465491968,-5.179959628438452,-48.49536606047877
0.4271,0.4689,0.5239,0.1405,0.7165,0.6534,0.5222,0.2625,0.3795,0.2943,0.1772857630431101,-5.96228578389778,-48.23196779469582
0.2582,0.5138,0.4211,0.6605,0.6699,0.5938,0.1773,0.517,0.1116,0.1314,0.21860016366772364,-5.170670199652797,-48.477553664041125
0.3648,0.3786,0.4682,0.1566,0.4151,0.5384,0.7758,0.4889,0.2506,0.2073,0.18054258377334573,-5.164711358388586,-48.346152839508
0.5324,0.4113,0.4958,0.43,0.693,0.593,0.3858,0.1792,0.2095,0.3902,0.15843710844790537,-5.157638672730541,-48.21396202441247
0.2611,0.4487,0.3298,0.5058,0.6065,0.541,0.0477,0.0966,0.2165,0.1952,0.19312541952489493,-5.163503439570097,-48.44824027956417
0.497,0.6957,0.5622,0.8258,0.4779,0.7094,0.909,0.6121,0.3002,0.2453,0.21282297390606644,-5.160732221681212,-48.43337798760893
0.4646,0.3366,0.538,0.2852,0.7216,0.5976,0.6519,0.504,0.3139,0.2636,0.1623928569857677,-5.176541656579485,-48.19752137745267
0.3312,0.5153,0.4446,0.66,0.6801,0.6562,0.3757,0.291,0.2062,0.4302,0.1659263842792942,-5.1653241401063585,-48.49691104118917
0.5936,0.6042,0.5524,0.1443,0.7539,0.7022,0.6183,0.4217,0.383,0.6356,0.17941094231462645,-6.00780168694055,-48.227000128158465
0.468,0.563,0.5657,0.2744,0.7571,0.6871,0.6554,0.3054,0.2961,0.3034,0.1831845529635194,-5.141261881944036,-48.06817932056777
0.3289,0.3382,0.2207,0.7156,0.6792,0.6202,0.3524,0.2269,0.3322,0.1403,0.20306845151327665,-6.6877015376674604,-48.652486131498726
0.3465,0.2114,0.1877,0.1394,0.1424,0.2304,0.3579,0.5232,0.536,0.5609,0.16649093268603748,-11.3894845293421,-49.65632148017284
0.1414,0.1876,0.1133,0.1366,0.3483,0.4841,0.5433,0.589,0.66,0.5937,0.21872781690696977,-11.804206159179106,-49.71394367443744
0.1292,0.1546,0.1095,0.2393,0.6387,0.7077,0.5639,0.696,0.5463,0.4246,0.24210006562943714,-11.811808255924252,-49.7155602170569
0.2605,0.1698,0.4495,0.5181,0.8908,0.8691,0.7427,0.6702,0.5071,0.4423,0.24093111717298415,-11.936993739971031,-49.68784120344049
0.1738,0.1406,0.1106,0.2803,0.7152,0.8211,0.4661,0.7524,0.6011,0.5424,0.2679245631806751,-11.851411244618365,-49.71592612504496
0.1443,0.1341,0.3308,0.278,0.5396,0.6222,0.6189,0.534,0.4005,0.168,0.19409184080395203,-11.355782323602467,-49.64149854440074
0.1256,0.174,0.1782,0.4815,0.7545,0.7573,0.75,0.7855,0.5411,0.4452,0.26457929897186677,-10.889769008418796,-49.638990098136425
0.1462,0.2562,0.0795,0.2123,0.6236,0.6212,0.5876,0.5259,0.635,0.5416,0.22187140144186623,-11.782508456119249,-49.714320024875384
0.1379,0.1868,0.1191,0.1793,0.5842,0.7289,0.721,0.5386,0.7237,0.6441,0.2664002344009646,-11.784638428264401,-49.70550037295068
0.258,0.3595,0.648,0.6925,0.7126,0.7466,0.4443,0.2946,0.3119,0.2402,0.20627096418707763,-11.79468687496432,-49.64984039945722
0.3157,0.2854,0.3401,0.2614,0.7045,0.6355,0.521,0.5675,0.3355,0.2614,0.16736094725672016,-11.92884201918372,-49.68471276835474
0.18,0.1993,0.3433,0.5436,0.6856,0.7132,0.6476,0.492,0.2705,0.2029,0.2133952930856515,-10.816591863934324,-49.783508832699354
0.1346,0.1352,0.4214,0.3221,0.6288,0.6604,0.5822,0.4193,0.4098,0.1975,0.19468636344415888,-11.353006962307706,-49.627905369366324
