2017-11-01,2017-11-17,2017-12-03,2017-12-19,2018-01-01,2018-01-17,2018-02-02,2018-02-18,2018-03-06,2018-03-22,desvio,amplitude,lat,long
0.5762,0.5954,0.5927,0.1094,0.1094,0.5705,0.6009,0.608,0.9427,0.8619,0.2687930490586061,0.8332999999999999,-2.3709554301721387,-43.277601993850176
0.6579,0.7866,0.7505,0.113,0.0956,0.2439,0.3728,0.5147,0.5991,0.772,0.26833577824973115,0.691,-2.3758063327063845,-43.387016795455935
0.4604,0.6809,0.6017,0.1293,0.1293,0.6634,0.0468,0.0414,0.8564,0.7799,0.3214499347574293,0.8150000000000001,-2.487355934608796,-43.425149725267325
0.4084,0.6424,0.0321,0.547,0.253,0.0195,0.4341,0.6572,0.6228,0.7964,0.2665032392965525,0.7769,-2.4312869566229187,-43.451290330702285
0.2601,0.2451,0.2678,0.2884,0.6815,0.5925,0.4513,0.2316,0.9197,0.9042,0.2736911917553147,0.6880999999999999,-3.649346064861708,-42.8912791052503
0.7972,0.7825,0.8248,0.2861,0.2523,0.1618,0.8363,0.7764,0.4064,0.9207,0.29083461222259405,0.7588999999999999,-2.587572659674485,-43.61231279138126
0.4775,0.7251,0.2493,0.1414,0.2753,0.7967,0.6831,0.8688,0.8174,0.8291,0.27590911164528237,0.7274,-2.5940757903621963,-43.202008208692064
0.6933,0.6458,0.6293,0.1408,0.392,0.0927,0.2166,0.6441,0.8481,0.829,0.28100680913062903,0.7554,-2.6409325875511844,-43.74382614897637
0.1994,0.2258,0.2538,0.3078,0.8103,0.8128,0.304,0.3406,0.5871,0.8496,0.2669428561404939,0.6502,-3.665487531462218,-42.893973312436756
0.2826,0.2157,0.2691,0.6276,0.3623,0.4376,0.6398,0.6343,0.9419,0.9161,0.2615856180212428,0.7262,-3.7382792779895375,-42.94032711976321
0.2536,0.2452,0.2333,0.1452,0.776,0.336,0.3803,0.4357,0.7437,0.8889,0.26314756506568704,0.7437,-3.754484213745744,-42.93857632829162
0.2445,0.215,0.2435,0.1779,0.3055,0.3532,0.383,0.7957,0.8208,0.8827,0.27738747388205304,0.7048000000000001,-4.269005793988276,-43.31937365456173
0.2859,0.2474,0.2591,0.1835,0.1977,0.6798,0.3441,0.8491,0.9037,0.5654,0.2751839346489705,0.7202,-4.0134826144142215,-44.48655359521932
0.176,0.2008,0.2219,0.1999,0.3323,0.4097,0.5948,0.5102,0.8091,0.903,0.26330413361316185,0.7270000000000001,-4.181072985788875,-43.35319319367754
0.2589,0.1807,0.211,0.2576,0.7177,0.713,0.3959,0.6871,0.7503,0.9201,0.27472170585278965,0.7394000000000001,-3.6615085818393736,-42.91297434269421
0.2972,0.2616,0.3206,0.732,0.8242,0.4902,0.5002,0.803,0.9124,0.9331,0.2631382874713092,0.6715,-4.236063985433807,-43.34645619837959
0.2601,0.2451,0.2678,0.2884,0.6815,0.5925,0.4513,0.2316,0.9197,0.9042,0.2736911917553147,0.6880999999999999,-3.648537581106,-42.893165567346934
0.6378,0.9685,0.6753,0.13,0.8315,0.8398,0.8038,0.349,0.4168,0.7863,0.2642470006136935,0.8385,-4.448943551384903,-44.608633534332284
0.2115,0.2118,0.2231,0.3835,0.299,0.4799,0.7361,0.9191,0.9227,0.9217,0.3119340215138095,0.7111999999999999,-4.215518927800189,-43.31101599842275
0.272,0.2831,0.2882,0.3191,0.1967,0.4772,0.4681,0.9177,0.7288,0.8647,0.2638540177193947,0.721,-5.653690129315338,-43.48470913660336
0.5405,0.6013,0.6978,0.192,0.0901,0.8511,0.7791,0.8305,0.853,0.7984,0.27602986472884095,0.7629,-5.086673521979097,-43.50465173591082
0.2938,0.3187,0.3439,0.3843,0.5024,0.4457,0.4597,0.8939,0.9368,0.9593,0.2678369912631354,0.6655,-5.565827842400039,-43.37974081098752
0.2975,0.2322,0.3233,0.7256,0.9247,0.6745,0.315,0.7652,0.7491,0.9222,0.27165368496590575,0.6925,-5.878427457016812,-43.47972293277706
0.2727,0.27,0.3468,0.3704,0.1167,0.4726,0.2394,0.8842,0.7424,0.9646,0.2929507838831939,0.8479,-5.632045936955545,-43.50950042244726
0.2804,0.2094,0.251,0.4901,0.3402,0.2302,0.6543,0.8262,0.8879,0.9031,0.28591773797525905,0.6937,-5.599104128401075,-44.05347358074749
0.2147,0.1969,0.277,0.2809,0.3081,0.3917,0.4827,0.918,0.9006,0.9888,0.3151398744120529,0.7919,-5.634747934936316,-43.82359654620616
0.3161,0.3314,0.393,0.0808,0.3801,0.3349,0.6065,0.8103,0.8975,0.9511,0.2904303972842145,0.8703,-5.537687571480943,-43.34093063604984
0.2558,0.2404,0.2405,0.3273,0.7289,0.3273,0.4128,0.6942,0.9039,0.9145,0.27617764894679253,0.6740999999999999,-5.596444443190769,-43.82157441348447
0.3726,0.2712,0.3048,0.2963,0.2181,0.3583,0.5196,0.8573,0.9089,0.9041,0.28012980245275976,0.6908000000000001,-5.640620398784223,-43.49211672903419
0.2949,0.2769,0.3006,0.3738,0.219,0.5667,0.1784,0.9146,0.9193,0.9697,0.31669601425411786,0.7913,-5.641215804981974,-43.50828788148021
0.2547,0.3335,0.2659,0.8326,0.9136,0.9467,0.6582,0.7476,0.4395,0.2746,0.2828915396794719,0.692,-7.865687580674425,-45.06152158548538
0.2149,0.3718,0.2852,0.6021,0.9085,0.9178,0.85,0.8545,0.5042,0.7335,0.26750686491710407,0.7029,-7.731983005755392,-44.473618224460964
0.0217,0.5844,0.5653,0.5962,0.4268,0.7589,0.379,0.8236,0.8811,0.8364,0.26315977487281583,0.8593999999999999,-7.2717356190714195,-45.016516359083965
0.2346,0.1886,0.3748,0.3116,0.5044,0.545,0.8739,0.857,0.893,0.864,0.28537856514539495,0.7044,-7.4997280381809555,-45.237501918977394
0.1774,0.2982,0.2764,0.3667,0.686,0.6861,0.8261,0.9258,0.7991,0.5192,0.2641113527788358,0.7484,-7.290047146610638,-44.23040028461803
0.1972,0.2173,0.1994,0.2339,0.6457,0.7518,0.3716,0.9331,0.7225,0.3421,0.27508704561768565,0.7359,-7.991265005265924,-44.35558033479361
0.1963,0.3259,0.2672,0.5027,0.5934,0.8992,0.4113,0.857,0.1358,0.2616,0.2665455358220555,0.7634,-7.777846450144358,-44.4387199683383
0.2142,0.271,0.2895,0.3664,0.7799,0.9239,0.5691,0.7876,0.2446,0.231,0.2726364726558467,0.7097,-7.786988109657146,-44.43750668870529
0.193,0.3255,0.3904,0.4366,0.6615,0.8337,0.3881,0.879,0.0958,0.6629,0.2629878207995361,0.7832,-8.049489939933693,-44.540184495013115
0.2309,0.3848,0.366,0.2241,0.2492,0.609,0.728,0.9402,0.7936,0.7891,0.27083572491251756,0.7161000000000001,-7.817717544502443,-45.34179595413068
0.2128,0.3058,0.2671,0.2847,0.5883,0.6785,0.9004,0.9332,0.5974,0.372,0.26506617119336656,0.7204,-7.972939373469888,-44.37390596658961
0.2165,0.406,0.3631,0.7126,0.9624,0.9401,0.737,0.8907,0.3905,0.2851,0.287888199750451,0.7459,-7.569747265443407,-44.263412447977
0.203,0.188,0.2064,0.2523,0.4029,0.7343,0.21,0.7622,0.6754,0.7965,0.2659541104944402,0.6085,-7.683956552556124,-44.295750320873424
0.2,0.219,0.2206,0.2692,0.6557,0.8174,0.0428,0.9436,0.6889,0.3407,0.30838275441765906,0.9008,-7.36336377805161,-44.39506184553009
0.1931,0.1935,0.2082,0.335,0.2777,0.259,0.5827,0.9002,0.8989,0.8422,0.3058036307102248,0.7071000000000001,-8.02146250306916,-44.60432420629924
0.2626,0.2795,0.185,0.9213,0.9213,0.9481,0.5802,0.7422,0.4599,0.2721,0.30657299583912767,0.7631000000000001,-7.888325125834238,-45.07014541221294
0.3054,0.339,0.437,0.6995,0.2198,0.9387,0.9685,0.7328,0.5183,0.4288,0.2631160867585088,0.7487,-7.722770824958503,-45.197883629616975
0.1963,0.3182,0.2214,0.5812,0.5812,0.8962,0.6087,0.9316,0.951,0.2445,0.30031796131581756,0.7546999999999999,-7.789697159766327,-44.47496680538604
0.2505,0.3709,0.265,0.434,0.945,0.933,0.3098,0.8815,0.5255,0.2706,0.28974179999901056,0.6944999999999999,-7.416107143345329,-44.47469546413601
0.2024,0.2364,0.2006,0.9232,0.9232,0.9457,0.7789,0.8208,0.3532,0.32,0.3315898075098878,0.7451,-7.750358002450299,-44.44572682755442
0.1948,0.2621,0.3557,0.2583,0.2099,0.2064,0.268,0.9141,0.1361,0.8806,0.2846570216945298,0.778,-8.027363175430708,-44.31003538055575
0.1892,0.2148,0.2309,0.2962,0.3614,0.782,0.5705,0.9366,0.881,0.6713,0.2903868050644787,0.7474,-7.985825748662335,-44.39640747179145
0.1927,0.2177,0.3745,0.853,0.853,0.9493,0.8756,0.5754,0.0824,0.2613,0.3355882876051811,0.8669,-7.740564519712477,-44.45556097925129
0.1936,0.2331,0.4041,0.8864,0.8864,0.9541,0.8657,0.4504,0.2167,0.2693,0.32246662807525095,0.7605,-7.750343898193478,-44.45569775787518
0.2022,0.4646,0.3318,0.2819,0.4884,0.7778,0.1522,0.8586,0.7959,0.7195,0.26412721450930504,0.7064,-7.567563100247879,-44.17501748535372
0.2385,0.2544,0.4291,0.2634,0.84,0.8224,0.8623,0.8674,0.3604,0.2087,0.29395549247387015,0.6587,-7.640900888074086,-44.430364528197096
0.222,0.2952,0.3303,0.7602,0.2376,0.9479,0.8796,0.9127,0.1735,0.2918,0.32477448859854197,0.7744,-7.5530033405167245,-44.248454575164
0.1679,0.2312,0.3516,0.4993,0.4993,0.8713,0.6307,0.8886,0.8903,0.6794,0.2676417099199766,0.7223999999999999,-8.05434084246794,-44.55150326759302
0.2011,0.2424,0.241,0.5767,0.9191,0.9282,0.6514,0.8951,0.7428,0.3226,0.29911236535976093,0.7271000000000001,-7.784279059547968,-44.45502346741265
0.1742,0.2371,0.3469,0.884,0.884,0.9474,0.945,0.8879,0.6296,0.351,0.31895773823153717,0.7732,-8.086035421599616,-44.549209793621294
0.1672,0.2725,0.4261,0.9399,0.9655,0.9459,0.671,0.6157,0.3375,0.3189,0.30463948018746506,0.7983,-6.637827937569398,-44.20803112604453
0.2212,0.2579,0.3589,0.8311,0.8199,0.9375,0.5657,0.7665,0.1514,0.5069,0.2865774938825448,0.7861,-7.5443654095323645,-44.132841028764865
0.2049,0.2486,0.238,0.4539,0.4539,0.8921,0.3233,0.9207,0.8909,0.823,0.3022285634342915,0.7158,-7.751316094608268,-44.49167251500696
0.2066,0.2837,0.3485,0.2915,0.2355,0.6901,0.6563,0.9358,0.3147,0.806,0.2671590165259468,0.7292,-7.716359371940122,-44.19806019572379
0.2002,0.2046,0.2337,0.3638,0.6334,0.6903,0.9191,0.923,0.5048,0.5076,0.27325477834594014,0.7228000000000001,-7.387554821567146,-45.29099493214835
0.1171,0.6661,0.7214,0.8967,0.233,0.3673,0.489,0.8225,0.3607,0.7819,0.269097640478528,0.7796000000000001,-6.720825217693635,-43.60503680691284
0.1872,0.2164,0.2286,0.335,0.3167,0.9085,0.9281,0.9335,0.7487,0.4909,0.3169530571621678,0.7463,-7.743812558992128,-44.484936258374965
0.2044,0.2755,0.2382,0.2186,0.5353,0.6878,0.2631,0.7708,0.5622,0.9502,0.2686147900701755,0.7458,-7.6139443774220865,-44.26556840465888
0.1733,0.2646,0.2598,0.5478,0.5478,0.679,0.935,0.7867,0.8507,0.4018,0.26678584107857,0.7617,-7.384852823586375,-44.39694646096192
0.1454,0.1713,0.222,0.3851,0.3851,0.5441,0.7227,0.8832,0.8759,0.4477,0.2738938734051729,0.7378,-8.008420981051689,-44.88500004682517
0.2689,0.3189,0.3297,0.1745,0.6983,0.605,0.9423,0.8856,0.799,0.5616,0.2738480146196264,0.7678,-7.839682110051987,-45.33680679564066
0.0961,0.2204,0.2487,0.5274,0.5274,0.8997,0.9587,0.9373,0.7567,0.472,0.3149101113369055,0.8626,-8.060780503999958,-44.56336029067748
0.2139,0.2399,0.2575,0.1517,0.6724,0.8719,0.1655,0.8648,0.7544,0.3911,0.2984819050908558,0.7202,-7.259247190481238,-44.26368083456336
0.2409,0.2455,0.274,0.3928,0.8797,0.9027,0.7917,0.933,0.4636,0.218,0.30596796655132963,0.7150000000000001,-7.41823489151357,-44.20627811857514
0.2512,0.3897,0.1158,0.8386,0.5528,0.9422,0.6394,0.6959,0.2937,0.3122,0.27288464901248416,0.8264,-7.863475206965258,-45.07445584824487
0.2762,0.2092,0.1983,0.2448,0.3677,0.4783,0.8208,0.9307,0.6165,0.8006,0.27904582837471936,0.7323999999999999,-6.9913836770136175,-44.467688604919864
0.2196,0.3387,0.2313,0.8572,0.5051,0.9341,0.901,0.7897,0.3648,0.2857,0.2950673813818728,0.7145,-7.837575518268974,-45.07122117455612
0.1922,0.2595,0.2539,0.7369,0.7369,0.9067,0.9165,0.8217,0.5287,0.2969,0.2920414447376338,0.7242999999999999,-7.732451473641758,-44.48520464496129
0.2017,0.325,0.2258,0.2968,0.7796,0.8894,0.8161,0.9098,0.8964,0.742,0.3040910360767351,0.7081000000000001,-7.762067669504058,-44.49059379800008
0.1889,0.3187,0.4204,0.3845,0.6039,0.6288,0.2415,0.9553,0.9883,0.843,0.29326758751844517,0.7993999999999999,-7.846822959707918,-44.102120862045716
0.2142,0.2695,0.2631,0.4263,0.7423,0.7865,0.1897,0.8994,0.8055,0.3294,0.28182908709594423,0.7097,-6.929953015836661,-44.587075075512274
0.186,0.202,0.2893,0.9547,0.9335,0.9304,0.6473,0.8068,0.3852,0.266,0.3264842034633699,0.7686999999999999,-7.770223028345244,-44.023561528451175
0.237,0.4136,0.6226,0.9295,0.9357,0.9469,0.4237,0.345,0.1658,0.6951,0.29705615050955525,0.7810999999999999,-7.381597732178317,-44.163967838026075
0.1903,0.2723,0.3861,0.8206,0.9554,0.9488,0.8132,0.7263,0.1883,0.3399,0.3168088515879006,0.7671,-6.8555795624399725,-44.5271127149638
0.1684,0.1942,0.2031,0.342,0.342,0.6191,0.5747,0.9047,0.8662,0.458,0.2687896873021731,0.7363,-8.004676265372021,-44.87260403457023
0.1872,0.2234,0.2565,0.8013,0.8591,0.9262,0.571,0.913,0.3077,0.342,0.30868358556943065,0.739,-7.8197959277718185,-44.07395664655729
0.2661,0.3063,0.3761,0.6425,0.9463,0.9437,0.8498,0.6309,0.067,0.4504,0.30375978612493565,0.8793,-7.31847958220584,-44.52347213739884
0.2568,0.2922,0.3209,0.7969,0.9061,0.9161,0.8676,0.9395,0.401,0.3953,0.29633487888610827,0.6827000000000001,-7.760535327533572,-45.074321285618716
0.2476,0.3551,0.6952,0.3678,0.172,0.5959,0.787,0.9565,0.9162,0.7024,0.27862720234910465,0.7845,-7.791222449608407,-45.00815944161093
0.1888,0.2393,0.2752,0.284,0.8886,0.9099,0.2904,0.9213,0.5338,0.7402,0.30802634176677524,0.7325,-7.599349357048889,-44.162350870514686
0.1537,0.2757,0.2569,0.1715,0.5035,0.6652,0.4061,0.9557,0.9193,0.6346,0.2933754886375706,0.802,-7.674800788786517,-44.174343194891186
0.1784,0.1954,0.2418,0.2207,0.2623,0.7939,0.1787,0.9223,0.6769,0.415,0.2828824302308882,0.7439,-7.716295902784426,-44.21328497779126
0.2247,0.2619,0.2907,0.6883,0.6883,0.9018,0.3567,0.8881,0.7982,0.3103,0.2764824567470582,0.6771,-7.410143001828087,-44.482914125653274
0.2219,0.297,0.4335,0.9423,0.9423,0.9467,0.4557,0.452,0.1429,0.4993,0.30449025235264554,0.8038,-7.6386462015944465,-44.01183685199507
0.2191,0.3255,0.2621,0.2633,0.2822,0.563,0.7325,0.9643,0.391,0.8787,0.27827048012879685,0.7452000000000001,-7.554144788013369,-44.19118863779973
0.1805,0.1925,0.2536,0.583,0.9317,0.9357,0.7253,0.8637,0.2119,0.4657,0.31549742453606316,0.7552,-7.787498890313977,-44.03542002886746
0.1365,0.293,0.5634,0.2125,0.6947,0.8242,0.5194,0.8714,0.3603,0.7908,0.2666624157994523,0.7348999999999999,-7.608540381460547,-44.199002872772674
0.198,0.2394,0.2266,0.4815,0.4815,0.8856,0.8496,0.9353,0.7965,0.3549,0.2951002031325782,0.7373000000000001,-7.7712939545577715,-44.485070821001074
0.229,0.4553,0.2558,0.28,0.3325,0.7092,0.808,0.9519,0.8137,0.5076,0.26688986076240845,0.7229,-7.562102687259054,-44.20331257013866
0.2326,0.4507,0.1696,0.7476,0.7476,0.9333,0.8455,0.9118,0.9363,0.6081,0.2855462696501411,0.7667,-7.971237780417549,-45.05303010538618
0.2289,0.3089,0.2858,0.4279,0.5481,0.8265,0.8129,0.9341,0.6066,0.2611,0.2622547226563433,0.7052,-7.707665023928472,-45.100056725843395
0.1848,0.2298,0.2496,0.72,0.72,0.894,0.7844,0.724,0.841,0.2774,0.2876965724122861,0.7092,-7.761563940975642,-44.47806322311904
0.1661,0.405,0.724,0.793,0.3509,0.3238,0.7932,0.924,0.949,0.8599,0.2868529218567902,0.7828999999999999,-6.758498042599374,-44.369860962480324
0.2472,0.2569,0.2514,0.2351,0.3688,0.5038,0.9366,0.9494,0.842,0.8352,0.31197018447281144,0.7143,-7.874723458261058,-44.07435959576978
0.2202,0.3247,0.2328,0.8401,0.8401,0.8169,0.7264,0.8044,0.3216,0.6188,0.26799260354635823,0.6198999999999999,-7.957181749214821,-45.03820679519933
0.2302,0.2188,0.2473,0.3866,0.5389,0.7424,0.9119,0.8964,0.2156,0.4153,0.27885483360024843,0.6963,-7.427894383811599,-45.37884795093746
0.2222,0.2747,0.2988,0.7495,0.7495,0.9367,0.7245,0.9181,0.4433,0.278,0.28399732021427404,0.7144999999999999,-7.833837854717723,-45.00371370428694
0.2273,0.3427,0.5762,0.8672,0.9519,0.954,0.6728,0.4464,0.2401,0.3836,0.28285437085382137,0.7266999999999999,-7.632234748576071,-44.04148273370285
0.2013,0.3648,0.2987,0.7083,0.7083,0.9122,0.4932,0.8245,0.2777,0.2618,0.2616091223349998,0.7109,-7.6677798253135645,-44.00105780725157
0.2811,0.2972,0.5285,0.9228,0.9515,0.953,0.8291,0.6294,0.1273,0.4011,0.3103030704900542,0.8257,-7.360591258786738,-44.1448340918073
0.1965,0.2409,0.3567,0.8505,0.8505,0.9464,0.9377,0.8054,0.4967,0.2976,0.30817671499752647,0.7499,-8.075787575232239,-44.55096132375885
0.2391,0.4806,0.3825,0.9431,0.9431,0.9502,0.721,0.4282,0.2155,0.4842,0.28882466519018457,0.7347,-7.952344950937395,-45.04602250750415
0.2604,0.3028,0.2747,0.6541,0.9065,0.8954,0.9325,0.9248,0.65,0.487,0.28217816987774863,0.6720999999999999,-7.6666595342021635,-45.32508359651646
0.2313,0.2443,0.2435,0.3554,0.441,0.7782,0.5671,0.9472,0.8547,0.6435,0.2680544256510441,0.7159,-7.504962783060647,-44.26165796317577
0.1948,0.2621,0.3557,0.2583,0.2099,0.2064,0.268,0.9141,0.1361,0.8806,0.2846570216945298,0.778,-8.02763267001594,-44.31111335889671
0.3026,0.2842,0.6252,0.8264,0.9128,0.9384,0.8069,0.7091,0.463,0.2911,0.2622075134528206,0.6542,-9.513569395979179,-44.720743651123364
0.2638,0.3163,0.2659,0.8702,0.9425,0.9533,0.7546,0.7476,0.4921,0.2494,0.2978518574728048,0.7039,-7.86540398183237,-45.063946667419565
0.2338,0.2684,0.257,0.5398,0.5331,0.7822,0.9316,0.911,0.6397,0.4052,0.26339426636803537,0.6978,-8.417335944523813,-45.231976725980594
0.1972,0.2173,0.1994,0.2339,0.6457,0.7518,0.3716,0.9331,0.7225,0.3421,0.27508704561768565,0.7359,-7.991541551979568,-44.35490678299698
0.2581,0.6428,0.2663,0.521,0.8269,0.9145,0.947,0.9313,0.9125,0.6268,0.2673920126788466,0.6889,-8.462611034843437,-45.51764098633061
0.2375,0.8039,0.3575,0.2927,0.4495,0.7445,0.9046,0.8813,0.8945,0.8334,0.2722164424783256,0.6671,-8.42700248895025,-45.21270693980382
0.1938,0.3189,0.2839,0.2402,0.3525,0.5355,0.9449,0.9447,0.7869,0.7313,0.295185539392882,0.7511,-8.224895654280182,-44.57966452841776
0.1838,0.2451,0.3758,0.8611,0.8611,0.9456,0.9377,0.856,0.4803,0.338,0.3103874326278906,0.7618,-8.073978686548102,-44.55163709155322
0.1935,0.2257,0.2407,0.2959,0.4237,0.7613,0.4118,0.9405,0.7724,0.2791,0.27003180141934724,0.747,-8.188825692629036,-44.61604740542346
0.1968,0.1923,0.211,0.3095,0.2484,0.2152,0.5595,0.9002,0.8862,0.87,0.3133512812235566,0.7079,-8.023887954336285,-44.60432420629924
0.2424,0.2472,0.3678,0.905,0.9176,0.9505,0.9454,0.7335,0.5498,0.347,0.3022890551920279,0.7081,-8.349366892017098,-45.377502324676115
0.2314,0.2021,0.2283,0.2132,0.5921,0.377,0.8283,0.8607,0.867,0.7981,0.297785638038879,0.6649,-8.70300725700223,-45.54715082808039
0.186,0.5968,0.6475,0.3129,0.207,0.3712,0.8956,0.8615,0.7664,0.773,0.2711430268327032,0.7096,-8.249710312507112,-44.52697889100358
0.1949,0.2133,0.4088,0.52,0.5837,0.8641,0.9403,0.7935,0.5834,0.2734,0.26828504410214316,0.7454000000000001,-9.468896763985716,-45.285471216483444
0.2825,0.3748,0.216,0.8453,0.9386,0.9326,0.2985,0.6718,0.4254,0.3978,0.2816257763218575,0.7226,-9.238762492451107,-45.47546526840767
0.1736,0.2205,0.3047,0.23,0.3389,0.787,0.2771,0.95,0.3252,0.5182,0.26046213117798483,0.7764,-8.024405787121527,-44.32876543889616
